year,aldermanic,parcels,own_ocp,landlord,median_value,median_value_adj,pct_own_ocp,pct_landlord
2011,2,9422,7143,2157,93200,125966.30516979084,75.81192952663977,22.893228613882403
2011,3,6711,4465,2223,218600,295453.15783386567,66.53255848606764,33.12472060795709
2011,4,3730,2419,1272,198500,268286.60489488713,64.85254691689009,34.101876675603215
2011,5,11525,9859,1578,133600,180569.72500733967,85.54446854663775,13.691973969631235
2011,6,9333,4968,4180,60000,81094.18787754775,53.23047251687561,44.78731383263688
2011,7,11166,7114,3879,87800,118667.82826081154,63.71126634425936,34.739387426114995
2011,8,7154,5260,1791,99500,134481.19489693336,73.52530053117138,25.03494548504333
2011,9,8646,6733,1830,115000,155430.52676529987,77.87416146194772,21.165857043719637
2011,NA,3,3,0,61200,82716.0716350987,100,0
2012,1,10499,6721,3595,68500,91076.24800896186,64.01562053528907,34.24135631964949
2012,10,10179,7775,2327,112000,148912.9894453099,76.3827487965419,22.860791826309068
2012,11,11379,10150,1175,126500,168191.90325742593,89.19940240794446,10.326039195008349
2012,12,6549,3778,2687,62000,82433.97630008227,57.68819667124752,41.029164757978315
2012,13,10338,9317,967,126700,168457.81931000683,90.12381505126716,9.353840201199457
2012,14,11473,9078,2295,126300,167925.987204845,79.1249019436939,20.003486446439467
2012,15,8199,3884,4158,40400,53715.042621343935,47.37163068666911,50.713501646542255
2012,2,9409,6900,2373,80100,106499.37905865468,73.33404187480073,25.220533531724943
2012,3,6713,4310,2380,196800,261661.39573961598,64.20378370326233,35.45359749739312
2012,4,3748,2412,1308,176600,234803.87442894402,64.35432230522946,34.898612593383135
2012,5,11525,9667,1782,110600,147051.57707724354,83.87852494577007,15.462039045553144
2012,6,9263,4794,4293,42800,56906.03525231486,51.7542912663284,46.34567634675591
2012,7,11121,6835,4103,69000,91741.03814041414,61.4603003327039,36.894164193867454
2012,8,7149,5131,1946,82200,109291.49761075423,71.77227584277522,27.22059029234858
2012,9,8658,6588,1978,102600,136414.9349740071,76.0914760914761,22.845922845922846
2012,NA,3,3,0,58100,77248.61327475452,100,0
2013,1,10422,6496,3705,61100,79867.0012260965,62.329687200153515,35.54979850316638
2013,10,10171,7649,2432,109800,143525.31480565298,75.20401140497492,23.9111198505555
2013,11,11382,10021,1321,125300,163786.17436382803,88.04252328237568,11.60604463187489
2013,12,6526,3731,2708,59500,77775.55765880102,57.171314741035864,41.495556236592094
2013,13,10338,9217,1066,126800,165746.90270816753,89.1565099632424,10.311472238343972
2013,14,11457,8970,2410,126400,165224.04181634367,78.29274679235402,21.035175002182072
2013,15,8084,3776,4084,40700,53201.095743079015,46.7095497278575,50.51954477981197
2013,2,9402,6660,2596,74500,97382.84110219622,70.83599234205488,27.61114656456073
2013,3,6611,4273,2316,193500,252933.95641979825,64.63469974285282,35.03252155498412
2013,4,3733,2463,1251,181500,237248.1296650821,65.9791052772569,33.511920707206
2013,5,11523,9531,1897,102700,134244.53397577922,82.71283519916688,16.462726720472098
2013,6,9174,4697,4257,40900,53462.52618899095,51.199040767386094,46.402877697841724
2013,7,11042,6590,4199,65900,86141.33192798297,59.68121717080239,38.0275312443398
2013,8,7135,5037,1999,81700,106794.33715502593,70.59565522074281,28.01681850035039
2013,9,8657,6534,2040,94900,124048.74658521372,75.476493011435835,23.564745292826615
2013,NA,3,3,0,58100,75945.54453741746,100,0
2014,1,10377,6324,3880,55400,70955.27734570946,60.942468921653656,37.39038257685265
2014,10,10170,7573,2515,109650,140437.65633496467,74.46411012782694,24.72959685349066
2014,11,11380,10036,1295,126700,162274.97544587345,88.18980667838314,11.379613356766257
2014,12,6504,3712,2707,56900,72876.44911499762,57.07257072570726,41.62054120541205
2014,13,10338,9226,1063,127000,162659.2097997311,89.24356742116464,10.28245308570323
2014,14,11447,9026,2373,130400,167013.86581011757,78.85035380449025,20.730322355202237
2014,15,7980,3682,4104,37900,48541.60670401424,46.14035087719298,51.42857142857142
2014,2,9389,6517,2749,72200,92472.40116173688,69.41101288742145,29.278943444456278
2014,3,6607,4239,2333,194700,249368.09565360346,64.15922506432572,35.31103375208113
2014,4,3700,2483,1197,184600,236432.20574039652,67.10810810810811,32.351351351351354
2014,5,11522,9399,2049,105000,134482.02385017136,81.57437944801251,17.783370942544696
2014,6,9004,4565,4262,38400,49181.997293776956,50.69968902709907,47.334517992003555
2014,7,10976,6395,4351,64300,82354.2298434859,58.26348396501457,39.64103498542274
2014,8,7125,5023,2027,81500,104383.6661313235,70.4982456140351,28.449122807017545
2014,9,8663,6482,2084,94500,121033.82146515422,74.82396398476278,24.056331524875908
2014,NA,3,3,0,60500,77487.26136128922,100,0
2015,1,10397,6139,4088,54600,69805.30175841655,59.04587861883236,39.319034336827926
2015,10,10173,7425,2685,110700,141528.33158711926,72.98731937481568,26.39339427897375
2015,11,11379,10014,1329,126200,161344.85498007634,88.00421829686265,11.67940943843923
2015,12,6501,3678,2748,53800,68782.51345426391,56.575911398246426,42.27041993539456
2015,13,10339,9199,1101,126700,161984.09767017173,88.97378856755974,10.648998936067319
2015,14,11438,9021,2373,132500,169399.31287527824,78.86868333624759,20.746634026927786
2015,15,7945,3559,4182,37800,48326.74737121145,44.795468848332284,52.63687853996224
2015,2,9400,6322,2970,72300,92434.49298779333,67.25531914893617,31.595744680851062
2015,3,6603,4186,2402,202100,258381.89533655648,63.39542632136907,36.37740421020748
2015,4,3693,2428,1251,192900,246619.8298388013,65.74600595721635,33.8748984565394
2015,5,11523,9313,2135,105900,135391.60176220353,80.82096676212792,18.528161069166018
2015,6,8984,4460,4354,35700,45641.92807281081,49.64381121994657,48.46393588601959
2015,7,10961,6254,4527,62200,79521.79064786647,57.0568378797555,41.30097618830399
2015,8,7132,5021,2038,79000,101000.34503507156,70.40100953449243,28.57543466068424
2015,9,8665,6368,2221,94500,120816.86842802863,73.49105597230236,25.631852279284477
2015,NA,3,3,0,61700,78882.54795777108,100,0
2016,1,10379,5947,4286,53600,67795.11285394343,57.29839098179015,41.29492243954138
2016,10,10170,7355,2757,113850,144001.37310487797,72.32055063913471,27.10914454277286
2016,11,11380,9997,1353,128300,162278.22722315192,87.84710017574693,11.889279437609842
2016,12,6491,3600,2830,56400,71336.64860004495,55.461408103527965,43.59882914805115
2016,13,10339,9208,1096,126800,160380.97593059752,89.06083760518425,10.600638359609245
2016,14,11442,8974,2429,135750,171701.24197617202,78.43034434539416,21.228806152770492
2016,15,7888,3521,4214,36000,45534.03102130529,44.63742393509128,53.42292089249493
2016,2,9397,6192,3112,75300,95242.01488623023,65.89337022453975,33.11695221879323
2016,3,6595,4209,2377,206400,261061.77785548367,63.821076573161484,36.04245640636846
2016,4,3669,2413,1245,198400,250943.1042951936,65.76723902970836,33.932951757972205
2016,5,11523,9236,2229,108800,137613.96041994487,80.15273800225636,19.343920853944287
2016,6,8912,4360,4393,35100,44395.68024577266,48.922800718132855,49.29308797127469
2016,7,10971,6132,4679,61800,78166.75325324075,55.89280831282471,42.64880138547078
2016,8,7133,4940,2133,78100,98783.55063233175,69.25557269031263,29.903266507780735
2016,9,8677,6380,2235,94100,119020.89775291189,73.5277169528639,25.757750374553417
2016,NA,3,3,0,61700,78040.26983373713,100,0
2017,1,10357,5842,4414,52100,64834.21361959019,56.406295259244956,42.61851887612243
2017,10,10165,7363,2754,116500,144974.77709562873,72.43482538121003,27.092966060009836
2017,11,11380,9986,1374,135900,169116.4996334416,87.75043936731107,12.073813708260106
2017,12,6478,3605,2837,57100,71056.30705717082,55.6498919419574,43.794380981784506
2017,13,10339,9224,1093,131100,163143.2899333642,89.21559144985008,10.571622013734403
2017,14,11438,8988,2424,141800,176458.56988978674,78.58017135862913,21.19251617415632
2017,15,7806,3511,4193,34500,42932.44471930636,44.978221880604664,53.71509095567512
2017,2,9396,6140,3196,76000,94575.82025122561,65.34695615155385,34.0144742443593
2017,3,6594,4239,2347,215050,267612.238750343,64.28571428571429,35.59296329996967
2017,4,3670,2465,1190,207900,258714.64513460267,67.16621253405994,32.42506811989101
2017,5,11527,9278,2207,113900,141739.28850808681,80.48928602411729,19.14635204302941
2017,6,8836,4356,4376,34600,43056.886588057976,49.29832503395201,49.5246717971933
2017,7,10941,6086,4738,60500,75287.33059472566,55.62562837035006,43.30499954300338
2017,8,7126,4922,2166,79600,99055.72752628366,69.0710075778838,30.39573393207971
2017,9,8690,6367,2280,95200,118468.65905153524,73.26812428078252,26.237054085155354
2017,NA,3,3,0,66800,83127.16832607726,100,0
2018,1,10366,5714,4605,52900,64032.01722585631,55.12251591742234,44.42407871888868
2018,10,10176,7377,2761,122700,148520.38778095593,72.49410377358491,27.13246855345912
2018,11,11380,9994,1365,141200,170913.43728338205,87.8207381370826,11.994727592267134
2018,12,6473,3576,2879,58400,70689.41032117218,55.24486327823266,44.477058550903756
2018,13,10341,9201,1124,138100,167161.0884478404,88.9759210908036,10.869354994681366
2018,14,11437,8958,2467,149300,180717.96166012,78.32473550756318,21.57034187286876
2018,15,7798,3628,4121,39000,47206.969221330735,46.52474993588099,52.84688381636317
2018,2,9398,6064,3301,81700,98892.5483431467,64.52436688657161,35.12449457331347
2018,3,6593,4290,2299,226700,274405.6390378379,65.06901258910966,34.87031700288185
2018,4,3668,2481,1183,218400,264359.02763945214,67.639040348964,32.25190839694657
2018,5,11529,9248,2255,120500,145857.4305428296,80.21510972330644,19.559372018388412
2018,6,8804,4350,4391,39300,47570.09975380251,49.40935938209904,49.875056792367104
2018,7,10946,6018,4870,61900,74925.93320000956,54.97898775808514,44.49113831536635
2018,8,7131,4877,2233,84600,102402.81015704053,68.39152993969991,31.313981208806617
2018,9,8701,6360,2313,100600,121769.77188886852,73.09504654637398,26.58315136191242
2018,NA,1,1,0,43900,53138.10125170306,100,0
2019,1,10386,5730,4603,55550,66148.43117428741,55.17042172154824,44.31927594839207
2019,10,10181,7450,2705,125200,149087.01319569367,73.17552303310087,26.569099302622533
2019,11,11384,10056,1309,143500,170878.48557174156,88.33450456781448,11.498594518622628
2019,12,6483,3590,2872,62300,74186.26934578049,55.375597717106274,44.30047817368502
2019,13,10339,9235,1091,141200,168139.6666392328,89.32198471805783,10.552277783151174
2019,14,11447,8991,2444,154800,184334.42206624107,78.54459683759937,21.350572202323754
2019,15,7809,3673,4064,44200,52632.955137776844,47.03547189140735,52.042515046740945
2019,2,9412,6063,3320,85100,101336.30050282374,64.41776455588611,35.27411814704632
2019,3,6611,4351,2257,233500,278049.66119164915,65.81455150506731,34.140069581001356
2019,4,3721,2516,1200,222800,265308.19920128235,67.61623219564633,32.249395323837675
2019,5,11529,9298,2209,121500,144681.08708687525,80.64879868158556,19.16037817677162
2019,6,8834,4381,4398,41050,48881.963991080076,49.59248358614444,49.78492189268734
2019,7,10962,6032,4863,64500,76806.00919426711,55.026455026455025,44.3623426382047
2019,8,7134,4931,2184,87200,103836.96126728825,69.11970843846369,30.613961312026916
2019,9,8725,6405,2298,103900,123723.16829898221,73.40974212034384,26.33810888252149
2019,NA,1,1,0,55600,66207.97071629847,100,0
2020,1,10410,5749,4646,67000,79215.78218268699,55.22574447646493,44.630163304514895
2020,10,10178,7510,2652,139000,164343.1899013954,73.78659854588328,26.05619964629593
2020,11,11380,10115,1255,160000,189172.01715268535,88.88400702987698,11.028119507908611
2020,12,6490,3565,2921,69000,81580.43239709556,54.930662557781204,45.00770416024653
2020,13,10343,9289,1046,156500,185033.87927747038,89.80953301749976,10.1131199845306
2020,14,11445,9045,2398,175300,207261.5912929109,79.03014416775885,20.952380952380953
2020,15,7845,3736,4097,46200,54623.419952837896,47.62268961121733,52.224346717654555
2020,2,9419,6116,3293,93900,111020.32756648223,64.93258307675974,34.961248540184734
2020,3,6604,4399,2204,245600,290379.04632937204,66.61114476075106,33.37371290127196
2020,4,3713,2547,1164,239500,283166.8631754259,68.59682197683814,31.349313223808238
2020,5,11529,9403,2111,138300,163515.5623263524,81.55954549397173,18.31034781854454
2020,6,8849,4443,4395,59200,69993.64634649358,50.209063170979775,49.66662899762685
2020,7,10980,6120,4842,73900,87373.82542239655,55.73770491803278,44.09836065573771
2020,8,7133,4941,2188,97050,114744.65165417572,69.26959203701108,30.674330576195146
2020,9,8729,6438,2278,117000,138332.03754290118,73.75415282392026,26.09691831824951
2020,NA,1,1,0,98400,116340.7905489015,100,0
2021,1,10390,5801,4577,67000,75241.80308176775,55.832531280077,44.051973051010584
2021,10,10172,7595,2564,138900,155986.3648963812,74.66574911521825,25.20644907589461
2021,11,11379,10156,1212,160100,179794.21900583606,89.25213111872749,10.651199578170313
2021,12,6478,3587,2886,69000,77487.82705435783,55.372028403828345,44.5507872800247
2021,13,10342,9319,1015,156550,175807.52645448866,90.1082962676465,9.81434925546316
2021,14,11432,9095,2334,175000,196527.09760163218,79.55738278516445,20.416375087473757
2021,15,7828,3816,3993,46300,51995.4549654604,48.74808380173735,51.00919775166071
2021,2,9418,6194,3210,93900,105450.82551310434,65.76767891272031,34.083669568910594
2021,3,6598,4460,2138,244900,275025.63544365554,67.59624128523795,32.40375871476205
2021,4,3712,2600,1112,239200,268624.46712177375,70.04310344827587,29.95689655172414
2021,5,11530,9483,2034,138100,155087.95530734517,82.24631396357329,17.64093668690373
2021,6,8834,4509,4304,59200,66482.30958866642,51.041430835408654,48.720851256508944
2021,7,10961,6168,4768,73950,83046.73638651829,56.27223793449503,43.499680686068785
2021,8,7124,4970,2151,97000,108932.16267061897,69.764177428411,30.19371139809096
2021,9,8728,6468,2249,117000,131392.40239651978,74.10632447296058,25.767644362969754
2021,NA,1,1,0,98400,110504.37945143203,100,0
2022,1,10393,5882,4485,85300,87937.47896365462,56.595785624939865,43.15404599249495
2022,10,10174,7653,2505,160700,165668.84958334462,75.22115195596619,24.6215844309023
2022,11,11382,10192,1182,181700,187318.1703129665,89.54489544895449,10.384818133895624
2022,12,6476,3581,2879,90300,93092.07913737411,55.296479308214955,44.45645460160593
2022,13,10345,9370,966,184900,190617.114424147,90.57515708071531,9.337844369260512
2022,14,11426,9152,2267,201900,208142.75501479328,80.09802205496237,19.840714160686154
2022,15,7906,3858,4005,61400,63298.49013327542,48.79838097647357,50.65772830761447
2022,2,9418,6274,3130,121800,125566.06023180694,66.61711616054365,33.23423232108728
2022,3,6594,4560,2033,270200,278554.5933878016,69.15377616014558,30.83105853806491
2022,4,3712,2635,1071,257600,265565.0009500285,70.98599137931035,28.85237068965517
2022,5,11531,9598,1920,159800,164741.0215520751,83.23649293209608,16.650767496314284
2022,6,8867,4545,4269,72600,74844.7945224071,51.25747152362693,48.144806586218564
2022,7,10968,6271,4648,98500,101545.62342227409,57.17541940189642,42.377826404084615
2022,8,7122,4999,2114,117700,121339.28808935695,70.19095759618085,29.68267340634653
2022,9,8739,6550,2176,141200,145565.9089058386,74.95136743334477,24.89987412747454
2022,NA,2,1,1,88500,91236.4230748351,50,50
2023,1,10413,5900,4495,85700,85700,56.65994430039374,43.16719485258811
2023,10,10170,7651,2510,161700,161700,75.23107177974434,24.680432645034415
2023,11,11387,10180,1198,182400,182400,89.40019320277509,10.52076929832265
2023,12,6475,3562,2905,90600,90600,55.011583011583006,44.86486486486487
2023,13,10348,9373,967,185400,185400,90.57788944723619,9.3448009277155
2023,14,11428,9138,2287,202800,202800,79.96149807490374,20.01225061253063
2023,15,7918,3876,4016,61750,61750,48.95175549381157,50.71987875726194
2023,2,9419,6270,3136,122300,122300,66.56757617581485,33.29440492621297
2023,3,6600,4552,2048,270950,270950,68.96969696969697,31.03030303030303
2023,4,3710,2637,1068,257800,257800,71.07816711590297,28.787061994609164
2023,5,11536,9609,1914,160600,160600,83.29576976421636,16.591539528432733
2023,6,8891,4556,4305,72800,72800,51.24282982791587,48.41975030930154
2023,7,10982,6277,4664,98900,98900,57.15716627208158,42.46949553815334
2023,8,7118,4982,2131,118300,118300,69.9915706659174,29.938184883394214
2023,9,8744,6568,2163,141900,141900,75.11436413540714,24.736962488563584
2023,NA,2,1,1,78700,78700,50,50
