year,owner_type2,city_nhood,parcels,median_value,median_value_adj
1990,City of Milwaukee,ARLINGTON HEIGHTS,2,29200,68299.90146266358
1990,City of Milwaukee,AVENUES WEST,3,20000,46780.75442648191
1990,City of Milwaukee,BAY VIEW,1,25900,60581.07698229407
1990,City of Milwaukee,BORCHERT FIELD,11,17800,41634.871439568895
1990,City of Milwaukee,BRADLEY ESTATES,1,64200,150166.22170900693
1990,City of Milwaukee,BREWER'S HILL,3,15600,36488.98845265589
1990,City of Milwaukee,CLARKE SQUARE,2,22450,52511.39684372594
1990,City of Milwaukee,CLOCK TOWER ACRES,2,25950,60698.02886836027
1990,City of Milwaukee,CONCORDIA,1,19100,44675.62047729022
1990,City of Milwaukee,DOWNER WOODS,1,29500,69001.61277906082
1990,City of Milwaukee,FRANKLIN HEIGHTS,18,20600,48184.177059276364
1990,City of Milwaukee,HARAMBEE,8,16150,37775.45919938414
1990,City of Milwaukee,HISTORIC MITCHELL STREET,2,34100,79761.18629715165
1990,City of Milwaukee,HONEY CREEK MANOR,1,70600,165136.06312548113
1990,City of Milwaukee,KING PARK,3,15300,35787.27713625866
1990,City of Milwaukee,LENOX HEIGHTS,1,46600,108999.15781370284
1990,City of Milwaukee,MENOMONEE RIVER HILLS EAST,1,37000,86544.39568899153
1990,City of Milwaukee,MERRILL PARK,5,26300,61516.69207082371
1990,City of Milwaukee,METCALFE PARK,7,14800,34617.758275596614
1990,City of Milwaukee,MIDTOWN,13,14100,32980.431870669745
1990,City of Milwaukee,MUSKEGO WAY,2,32700,76486.53348729791
1990,City of Milwaukee,NORTH DIVISION,20,14050,32863.479984603546
1990,City of Milwaukee,OLD NORTH MILWAUKEE,1,33000,77188.24480369515
1990,City of Milwaukee,PARK WEST,10,20700,48418.08083140878
1990,City of Milwaukee,POLONIA,1,150400,351791.27328714397
1990,City of Milwaukee,RIVERWEST,1,27000,63154.01847575058
1990,City of Milwaukee,RUFUS KING,2,45550,106543.16820631255
1990,City of Milwaukee,SHERMAN PARK,6,37100,86778.29946112394
1990,City of Milwaukee,SILVER SPRING,1,55700,130284.40107775212
1990,City of Milwaukee,THE VALLEY / PIGSVILLE,2,26350,61633.64395688991
1990,City of Milwaukee,TRIANGLE,2,7150,16724.119707467282
1990,City of Milwaukee,TRIANGLE NORTH,1,9700,22688.665896843726
1990,City of Milwaukee,VOGEL PARK,1,48500,113443.32948421863
1990,City of Milwaukee,WALKER'S POINT,2,18400,43038.29407236335
1990,City of Milwaukee,WALNUT HILL,7,20400,47716.369515011545
1990,City of Milwaukee,WASHINGTON PARK,9,29000,67832.09391839876
1990,City of Milwaukee,WILLIAMSBURG,3,21700,50757.11855273287
1990,City of Milwaukee landlord,ALCOTT PARK,12,94650,221389.9203233256
1990,City of Milwaukee landlord,ALVERNO,6,80550,188409.4884526559
1990,City of Milwaukee landlord,ARLINGTON GARDENS,24,78800,184316.1724403387
1990,City of Milwaukee landlord,ARLINGTON HEIGHTS,288,28050,65610.00808314087
1990,City of Milwaukee landlord,AVENUES WEST,157,20700,48418.08083140878
1990,City of Milwaukee landlord,BARAN PARK,12,35350,82684.98344880677
1990,City of Milwaukee landlord,BAY VIEW,633,50000,116951.88606620477
1990,City of Milwaukee landlord,BLUEMOUND HEIGHTS,101,56100,131220.01616628174
1990,City of Milwaukee landlord,BORCHERT FIELD,337,19600,45845.13933795227
1990,City of Milwaukee landlord,BRADLEY ESTATES,106,44000,102917.65973826019
1990,City of Milwaukee landlord,BREWER'S HILL,165,13700,32044.816782140108
1990,City of Milwaukee landlord,BURNHAM PARK,144,46700,109233.06158583525
1990,City of Milwaukee landlord,CALUMET FARMS,37,82000,191801.09314857583
1990,City of Milwaukee landlord,CAMBRIDGE HEIGHTS,94,78450,183497.5092378753
1990,City of Milwaukee landlord,CANNON PARK,16,73550,172036.22440338723
1990,City of Milwaukee landlord,CAPITOL HEIGHTS,108,55850,130635.25673595072
1990,City of Milwaukee landlord,CASTLE MANOR,33,82800,193672.3233256351
1990,City of Milwaukee landlord,CLARKE SQUARE,234,33000,77188.24480369515
1990,City of Milwaukee landlord,CLAYTON CREST,24,88300,206537.03079291762
1990,City of Milwaukee landlord,CLOCK TOWER ACRES,87,21000,49119.792147806
1990,City of Milwaukee landlord,COLD SPRING PARK,100,34000,79527.28252501924
1990,City of Milwaukee landlord,COLLEGE HEIGHTS,5,63100,147593.28021555042
1990,City of Milwaukee landlord,COLUMBUS PARK,44,64900,151803.54811393376
1990,City of Milwaukee landlord,CONCORDIA,37,33800,79059.47498075443
1990,City of Milwaukee landlord,COOPER PARK,51,71600,167475.10084680523
1990,City of Milwaukee landlord,COPERNICUS PARK,17,77900,182211.03849114702
1990,City of Milwaukee landlord,DINEEN PARK,98,44550,104204.13048498845
1990,City of Milwaukee landlord,DOWNER WOODS,87,121000,283023.56428021553
1990,City of Milwaukee landlord,DRETZKA PARK,3,78100,182678.84603541184
1990,City of Milwaukee landlord,ENDERIS PARK,44,78700,184082.2686682063
1990,City of Milwaukee landlord,ESTABROOK PARK,4,25450,59528.51000769823
1990,City of Milwaukee landlord,EUCLID PARK,10,75950,177649.91493456502
1990,City of Milwaukee landlord,FAIR PARK,43,54700,127945.36335642802
1990,City of Milwaukee landlord,FAIRFIELD,33,30700,71808.45804464973
1990,City of Milwaukee landlord,FAIRVIEW,72,65150,152388.30754426483
1990,City of Milwaukee landlord,FERNWOOD,79,68300,159756.27636643572
1990,City of Milwaukee landlord,FLORIST HIGHLANDS,23,87800,205367.51193225558
1990,City of Milwaukee landlord,FOREST HOME HILLS,163,33400,78123.85989222479
1990,City of Milwaukee landlord,FRANKLIN HEIGHTS,564,25950,60698.02886836027
1990,City of Milwaukee landlord,GARDEN HOMES,92,36800,86076.58814472672
1990,City of Milwaukee landlord,GOLDEN GATE,6,86000,201157.2440338722
1990,City of Milwaukee landlord,GOLDEN VALLEY,45,62600,146423.76135488838
1990,City of Milwaukee landlord,GOLDMAN PARK,12,74050,173205.74326404926
1990,City of Milwaukee landlord,GRA-RAM,19,92000,215191.47036181678
1990,City of Milwaukee landlord,GRACELAND,67,60100,140576.16705157814
1990,City of Milwaukee landlord,GRANTOSA,35,36000,84205.35796766743
1990,City of Milwaukee landlord,GRANVILLE STATION,25,37000,86544.39568899153
1990,City of Milwaukee landlord,GRANVILLE WOODS,2,47400,110870.38799076213
1990,City of Milwaukee landlord,GRASSLYN MANOR,163,53900,126074.13317936874
1990,City of Milwaukee landlord,GREEN MOOR,3,80000,187123.01770592763
1990,City of Milwaukee landlord,GROVER HEIGHTS,32,24750,57891.18360277136
1990,City of Milwaukee landlord,HALYARD PARK,33,15000,35085.56581986143
1990,City of Milwaukee landlord,HAMPTON HEIGHTS,209,40700,95198.83525789068
1990,City of Milwaukee landlord,HARAMBEE,1158,19100,44675.62047729022
1990,City of Milwaukee landlord,HARBOR VIEW,4,15250,35670.32525019245
1990,City of Milwaukee landlord,HARDER'S OAKS,6,85050,198935.1581986143
1990,City of Milwaukee landlord,HAVENWOODS,14,34250,80112.04195535026
1990,City of Milwaukee landlord,HAWLEY FARMS,31,66800,156247.71978444958
1990,City of Milwaukee landlord,HAWTHORNE GLEN,11,52400,122565.57659738259
1990,City of Milwaukee landlord,HERITAGE HEIGHTS,1,135100,316003.9961508853
1990,City of Milwaukee landlord,HIGHWOOD ESTATES,26,98350,230044.35989222478
1990,City of Milwaukee landlord,HILLSIDE,7,20200,47248.56197074673
1990,City of Milwaukee landlord,HILLTOP PARISH,1,785000,1836144.611239415
1990,City of Milwaukee landlord,HISTORIC MITCHELL STREET,447,28400,66428.67128560432
1990,City of Milwaukee landlord,HOLLER PARK,2,73200,171217.56120092378
1990,City of Milwaukee landlord,HONEY CREEK MANOR,28,64750,151452.69245573517
1990,City of Milwaukee landlord,HONEY CREEK PARKWAY,22,60250,140927.02270977676
1990,City of Milwaukee landlord,JACKSON PARK,112,74550,174375.2621247113
1990,City of Milwaukee landlord,JOHNSON'S WOODS,70,55050,128764.02655889145
1990,City of Milwaukee landlord,JUNEAU TOWN,37,158300,370269.6712856043
1990,City of Milwaukee landlord,KILBOURN TOWN,2,12750,29822.730946882213
1990,City of Milwaukee landlord,KING PARK,80,13850,32395.67244033872
1990,City of Milwaukee landlord,KOPS PARK,59,54800,128179.26712856043
1990,City of Milwaukee landlord,LAND BANK,1,55000,128647.07467282524
1990,City of Milwaukee landlord,LAYTON PARK,162,46000,107595.73518090838
1990,City of Milwaukee landlord,LENOX HEIGHTS,42,54950,128530.12278675904
1990,City of Milwaukee landlord,LINCOLN CREEK,222,36850,86193.54003079291
1990,City of Milwaukee landlord,LINCOLN PARK,161,34000,79527.28252501924
1990,City of Milwaukee landlord,LINCOLN VILLAGE,390,35500,83035.83910700539
1990,City of Milwaukee landlord,LINDSAY PARK,56,71150,166422.53387220937
1990,City of Milwaukee landlord,LITTLE MENOMONEE PARKWAY,9,55600,130050.4973056197
1990,City of Milwaukee landlord,LONG VIEW,48,58600,137067.61046959198
1990,City of Milwaukee landlord,LOWER EAST SIDE,300,50000,116951.88606620477
1990,City of Milwaukee landlord,LYONS PARK,35,66500,155546.00846805234
1990,City of Milwaukee landlord,MACK ACRES,2,56750,132740.39068514243
1990,City of Milwaukee landlord,MAITLAND PARK,8,71150,166422.53387220937
1990,City of Milwaukee landlord,MAPLE TREE,56,49850,116601.03040800616
1990,City of Milwaukee landlord,MARTIN DRIVE,99,43600,101982.04464973055
1990,City of Milwaukee landlord,MC GOVERN PARK,71,35000,81866.32024634334
1990,City of Milwaukee landlord,MELODY VIEW,33,86800,203028.47421093148
1990,City of Milwaukee landlord,MENOMONEE RIVER HILLS,43,54500,127477.55581216319
1990,City of Milwaukee landlord,MENOMONEE RIVER HILLS EAST,42,71100,166305.5819861432
1990,City of Milwaukee landlord,MENOMONEE RIVER PARKWAY,14,46900,109700.86913010007
1990,City of Milwaukee landlord,MENOMONEE RIVER VALLEY,9,16600,38828.02617397998
1990,City of Milwaukee landlord,MERRILL PARK,198,24950,58358.991147036184
1990,City of Milwaukee landlord,METCALFE PARK,369,21300,49821.50346420323
1990,City of Milwaukee landlord,MIDTOWN,638,15200,35553.37336412625
1990,City of Milwaukee landlord,MILL VALLEY,19,39800,93093.70130869899
1990,City of Milwaukee landlord,MILLER VALLEY,25,37500,87713.91454965358
1990,City of Milwaukee landlord,MITCHELL FIELD,14,72200,168878.52347959968
1990,City of Milwaukee landlord,MITCHELL PARK,1,39600,92625.89376443418
1990,City of Milwaukee landlord,MITCHELL WEST,70,65300,152739.16320246342
1990,City of Milwaukee landlord,MORGAN HEIGHTS,28,89200,208642.1647421093
1990,City of Milwaukee landlord,MORGANDALE,135,65000,152037.4518860662
1990,City of Milwaukee landlord,MOUNT MARY,28,79350,185602.64318706698
1990,City of Milwaukee landlord,MOUNT OLIVET,8,64600,151101.83679753658
1990,City of Milwaukee landlord,MURRAY HILL,141,75900,177532.96304849884
1990,City of Milwaukee landlord,MUSKEGO WAY,402,30300,70872.84295612009
1990,City of Milwaukee landlord,"NASH PARK",34,59000,138003.22555812163
1990,City of Milwaukee landlord,"NATIONAL PARK",61,48400,113209.42571208622
1990,City of Milwaukee landlord,NEW COELN,6,70550,165019.11123941495
1990,City of Milwaukee landlord,NORTH DIVISION,956,17200,40231.44880677444
1990,City of Milwaukee landlord,NORTH GRANVILLE,2,61200,143149.10854503463
1990,City of Milwaukee landlord,NORTH MEADOWS,116,28500,66662.57505773671
1990,City of Milwaukee landlord,NORTHPOINT,55,146700,343136.8337182448
1990,City of Milwaukee landlord,NORTHRIDGE,45,31000,72510.16936104695
1990,City of Milwaukee landlord,NORTHRIDGE LAKES,56,25000,58475.94303310238
1990,City of Milwaukee landlord,OLD NORTH MILWAUKEE,513,33700,78825.57120862202
1990,City of Milwaukee landlord,PARK KNOLL,7,73800,172620.98383371823
1990,City of Milwaukee landlord,PARK PLACE,1,110940,259492.84480369513
1990,City of Milwaukee landlord,PARK VIEW,13,22000,51458.829869130095
1990,City of Milwaukee landlord,PARK WEST,774,20300,47482.46574287914
1990,City of Milwaukee landlord,PARKWAY HILLS,7,67800,158586.75750577365
1990,City of Milwaukee landlord,PHEASANT RUN,20,79200,185251.78752886836
1990,City of Milwaukee landlord,POLLBER HEIGHTS,7,86000,201157.2440338722
1990,City of Milwaukee landlord,POLONIA,145,46600,108999.15781370284
1990,City of Milwaukee landlord,RED OAK HEIGHTS,2,81800,191333.285604311
1990,City of Milwaukee landlord,RIDGEVIEW,2,75150,175778.68475750578
1990,City of Milwaukee landlord,RIVER BEND,21,85600,200221.62894534256
1990,City of Milwaukee landlord,RIVERSIDE PARK,57,59200,138471.03310238646
1990,City of Milwaukee landlord,RIVERTON HEIGHTS,32,85550,200104.67705927635
1990,City of Milwaukee landlord,RIVERWEST,648,32950,77071.29291762895
1990,City of Milwaukee landlord,ROLLING GREEN,28,100700,235541.0985373364
1990,City of Milwaukee landlord,ROOSEVELT GROVE,265,40100,93795.41262509623
1990,City of Milwaukee landlord,ROOT CREEK,31,67600,158118.94996150886
1990,City of Milwaukee landlord,RUFUS KING,156,38900,90988.56735950732
1990,City of Milwaukee landlord,SAINT JOSEPH,280,46350,108414.39838337182
1990,City of Milwaukee landlord,SAVELAND PARK,35,63200,147827.18398768283
1990,City of Milwaukee landlord,SERVITE WOODS,27,43700,102215.94842186297
1990,City of Milwaukee landlord,SHERMAN PARK,414,34000,79527.28252501924
1990,City of Milwaukee landlord,SILVER CITY,158,41700,97537.87297921478
1990,City of Milwaukee landlord,SILVER SPRING,271,45200,105724.50500384912
1990,City of Milwaukee landlord,SILVER SWAN,47,70600,165136.06312548113
1990,City of Milwaukee landlord,SOUTHGATE,48,65050,152154.4037721324
1990,City of Milwaukee landlord,SOUTHPOINT,47,59000,138003.22555812163
1990,City of Milwaukee landlord,ST. AMELIAN'S,34,67300,157417.23864511162
1990,City of Milwaukee landlord,STORY HILL,40,59850,139991.4076212471
1990,City of Milwaukee landlord,SUNSET HEIGHTS,144,54950,128530.12278675905
1990,City of Milwaukee landlord,THE VALLEY / PIGSVILLE,31,29200,68299.90146266359
1990,City of Milwaukee landlord,THURSTON WOODS,103,40600,94964.93148575828
1990,City of Milwaukee landlord,TIMMERMAN AIRPORT,5,63300,148061.08775981524
1990,City of Milwaukee landlord,TIMMERMAN WEST,34,75850,177416.01116243264
1990,City of Milwaukee landlord,TIPPECANOE,119,62000,145020.3387220939
1990,City of Milwaukee landlord,TOWN & COUNTRY MANOR,28,49950,116834.93418013857
1990,City of Milwaukee landlord,TOWN OF LAKE,77,61000,142681.30100076983
1990,City of Milwaukee landlord,TRIANGLE,61,9300,21753.05080831409
1990,City of Milwaukee landlord,TRIANGLE NORTH,114,13150,30758.346035411854
1990,City of Milwaukee landlord,TRIPOLI PARK,8,58300,136365.89915319474
1990,City of Milwaukee landlord,UPPER EAST SIDE,142,110400,258229.76443418014
1990,City of Milwaukee landlord,UPTOWN,266,44100,103151.5635103926
1990,City of Milwaukee landlord,VALHALLA,47,60800,142213.493456505
1990,City of Milwaukee landlord,VALLEY FORGE,1,61300,143383.01231716704
1990,City of Milwaukee landlord,VOGEL PARK,36,61950,144903.38683602773
1990,City of Milwaukee landlord,WAHL PARK,89,36900,86310.49191685912
1990,City of Milwaukee landlord,WALKER'S POINT,349,23900,55903.00153964588
1990,City of Milwaukee landlord,WALNUT HILL,290,20900,48885.888375673596
1990,City of Milwaukee landlord,WASHINGTON HEIGHTS,222,53700,125606.32563510392
1990,City of Milwaukee landlord,WASHINGTON PARK,534,30850,72159.31370284835
1990,City of Milwaukee landlord,WEDGEWOOD,19,99100,231798.63818321784
1990,City of Milwaukee landlord,WEST VIEW,23,73600,172153.17628945343
1990,City of Milwaukee landlord,WHISPERING HILLS,5,51700,120928.25019245573
1990,City of Milwaukee landlord,WHITE MANOR,12,75000,175427.82909930716
1990,City of Milwaukee landlord,WICK FIELD,16,47200,110402.5804464973
1990,City of Milwaukee landlord,WILLIAMSBURG,171,26800,62686.21093148576
1990,City of Milwaukee landlord,WILSON PARK,37,72200,168878.52347959968
1990,City of Milwaukee landlord,WOODLAND COURT,4,100150,234254.62779060815
1990,City of Milwaukee landlord,WYRICK PARK,27,69200,161861.4103156274
1990,City of Milwaukee landlord,YANKEE HILL,91,18900,44207.8129330254
1990,bank,BAY VIEW,3,55900,130752.20862201693
1990,bank,BORCHERT FIELD,5,16500,38594.12240184758
1990,bank,BRADLEY ESTATES,2,50200,117419.69361046958
1990,bank,BURNHAM PARK,2,42450,99292.15127020786
1990,bank,CAPITOL HEIGHTS,1,37600,87947.81832178599
1990,bank,CLARKE SQUARE,1,31700,74147.49576597383
1990,bank,COLD SPRING PARK,2,28050,65610.00808314087
1990,bank,CONCORDIA,1,57200,133792.95765973825
1990,bank,DINEEN PARK,2,59550,139289.69630484987
1990,bank,DOWNER WOODS,1,150600,352259.0808314088
1990,bank,FAIRFIELD,1,30300,70872.84295612009
1990,bank,FAIRVIEW,1,70600,165136.06312548113
1990,bank,FOREST HOME HILLS,3,31100,72744.07313317936
1990,bank,FRANKLIN HEIGHTS,4,21100,49353.695919938415
1990,bank,GRASSLYN MANOR,1,37200,87012.20323325635
1990,bank,HAMPTON HEIGHTS,3,40500,94731.02771362587
1990,bank,HARAMBEE,2,10250,23975.136643571976
1990,bank,HISTORIC MITCHELL STREET,1,26700,62452.307159353346
1990,bank,HOLLER PARK,1,86400,202092.85912240183
1990,bank,JACKSON PARK,1,42000,98239.584295612
1990,bank,JUNEAU TOWN,1,181000,423365.82755966124
1990,bank,LAYTON PARK,1,44300,103619.37105465743
1990,bank,LINCOLN CREEK,3,36800,86076.58814472672
1990,bank,LINCOLN VILLAGE,2,30750,71925.40993071593
1990,bank,LINDSAY PARK,1,90400,211449.01000769823
1990,bank,MAPLE TREE,1,67000,156715.52732871438
1990,bank,MC GOVERN PARK,1,38200,89351.24095458044
1990,bank,MENOMONEE RIVER HILLS,1,53300,124670.71054657428
1990,bank,MERRILL PARK,1,18400,43038.29407236336
1990,bank,METCALFE PARK,6,20450,47833.32140107775
1990,bank,MIDTOWN,3,16600,38828.02617397998
1990,bank,MORGANDALE,2,45950,107478.78329484219
1990,bank,MUSKEGO WAY,1,32100,75083.11085450347
1990,bank,"NATIONAL PARK",1,65900,154142.5858352579
1990,bank,NORTH DIVISION,1,10400,24325.99230177059
1990,bank,OLD NORTH MILWAUKEE,7,30000,70171.13163972287
1990,bank,PARK WEST,6,19250,45026.47613548883
1990,bank,POLONIA,1,53100,124202.90300230947
1990,bank,RIVERWEST,2,31350,73328.8325635104
1990,bank,ROOSEVELT GROVE,1,18900,44207.8129330254
1990,bank,RUFUS KING,1,33900,79293.37875288683
1990,bank,SAINT JOSEPH,3,46900,109700.86913010008
1990,bank,SHERMAN PARK,5,38500,90052.95227097766
1990,bank,SILVER SPRING,5,40900,95666.6428021555
1990,bank,SUNSET HEIGHTS,1,54900,128413.17090069284
1990,bank,TRIANGLE NORTH,2,15650,36605.940338722095
1990,bank,UPTOWN,3,38700,90520.75981524249
1990,bank,WAHL PARK,1,34500,80696.80138568129
1990,bank,WALKER'S POINT,1,33700,78825.57120862202
1990,bank,WALNUT HILL,2,20300,47482.46574287914
1990,bank,WASHINGTON HEIGHTS,1,38300,89585.14472671285
1990,bank,WASHINGTON PARK,4,31650,74030.54387990762
1990,bank,YANKEE HILL,7,34000,79527.28252501924
1990,outside WI landlord,ALCOTT PARK,1,77300,180807.61585835257
1990,outside WI landlord,ARLINGTON GARDENS,7,60000,140342.26327944573
1990,outside WI landlord,ARLINGTON HEIGHTS,12,27300,63855.7297921478
1990,outside WI landlord,AVENUES WEST,2,21650,50640.166666666664
1990,outside WI landlord,BAY VIEW,36,52350,122448.6247113164
1990,outside WI landlord,BLUEMOUND HEIGHTS,5,57100,133559.05388760584
1990,outside WI landlord,BORCHERT FIELD,21,19700,46079.043110084676
1990,outside WI landlord,BRADLEY ESTATES,15,50200,117419.69361046959
1990,outside WI landlord,BREWER'S HILL,3,12500,29237.97151655119
1990,outside WI landlord,BURNHAM PARK,7,49200,115080.65588914549
1990,outside WI landlord,CALUMET FARMS,1,40000,93561.50885296382
1990,outside WI landlord,CAMBRIDGE HEIGHTS,2,98700,230863.02309468822
1990,outside WI landlord,CANNON PARK,1,62300,145722.05003849114
1990,outside WI landlord,CAPITOL HEIGHTS,6,57300,134026.86143187067
1990,outside WI landlord,CASTLE MANOR,2,71750,167825.95650500385
1990,outside WI landlord,CLARKE SQUARE,10,33900,79293.37875288684
1990,outside WI landlord,CLAYTON CREST,1,110000,257294.14934565048
1990,outside WI landlord,CLOCK TOWER ACRES,4,18550,43389.14973056197
1990,outside WI landlord,COLD SPRING PARK,1,24800,58008.135488837564
1990,outside WI landlord,COLLEGE HEIGHTS,2,56200,131453.91993841415
1990,outside WI landlord,COLUMBUS PARK,5,52300,122331.67282525019
1990,outside WI landlord,COOPER PARK,9,63600,148762.79907621245
1990,outside WI landlord,COPERNICUS PARK,2,47950,112156.85873749037
1990,outside WI landlord,DINEEN PARK,5,62600,146423.76135488838
1990,outside WI landlord,DOWNER WOODS,7,125100,292613.61893764435
1990,outside WI landlord,ENDERIS PARK,6,84250,197063.92802155504
1990,outside WI landlord,EUCLID PARK,1,93000,217530.50808314086
1990,outside WI landlord,FAIR PARK,6,49250,115197.6077752117
1990,outside WI landlord,FAIRFIELD,1,34600,80930.7051578137
1990,outside WI landlord,FAIRVIEW,6,58250,136248.94726712856
1990,outside WI landlord,FERNWOOD,8,67000,156715.52732871438
1990,outside WI landlord,FLORIST HIGHLANDS,4,88150,206186.175134719
1990,outside WI landlord,FOREST HOME HILLS,6,37200,87012.20323325635
1990,outside WI landlord,FRANKLIN HEIGHTS,18,24000,56136.90531177829
1990,outside WI landlord,GARDEN HOMES,8,34800,81398.51270207853
1990,outside WI landlord,GOLDEN VALLEY,5,74600,174492.2140107775
1990,outside WI landlord,GOLDMAN PARK,2,50700,118589.21247113164
1990,outside WI landlord,GRA-RAM,2,83800,196011.36104695918
1990,outside WI landlord,GRACELAND,7,52000,121629.96150885295
1990,outside WI landlord,GRANTOSA,5,69000,161393.60277136258
1990,outside WI landlord,GRANVILLE STATION,19,37000,86544.39568899153
1990,outside WI landlord,GRASSLYN MANOR,19,51600,120694.34642032332
1990,outside WI landlord,GREEN MOOR,1,67400,157651.14241724403
1990,outside WI landlord,GROVER HEIGHTS,1,22600,52862.25250192456
1990,outside WI landlord,HALYARD PARK,3,11900,27834.548883756735
1990,outside WI landlord,HAMPTON HEIGHTS,19,40500,94731.02771362587
1990,outside WI landlord,HARAMBEE,41,19700,46079.043110084676
1990,outside WI landlord,HARDER'S OAKS,1,50600,118355.30869899923
1990,outside WI landlord,HAVENWOODS,3,25700,60113.26943802925
1990,outside WI landlord,HAWTHORNE GLEN,2,40950,95783.59468822171
1990,outside WI landlord,HERITAGE HEIGHTS,2,86700,202794.57043879907
1990,outside WI landlord,HIGHWOOD ESTATES,3,93100,217764.41185527327
1990,outside WI landlord,HILLSIDE,1,20200,47248.56197074673
1990,outside WI landlord,HISTORIC MITCHELL STREET,12,30050,70288.08352578906
1990,outside WI landlord,HOLLER PARK,1,63000,147359.376443418
1990,outside WI landlord,HONEY CREEK MANOR,3,60200,140810.07082371053
1990,outside WI landlord,HONEY CREEK PARKWAY,3,63300,148061.08775981524
1990,outside WI landlord,JACKSON PARK,9,75700,177065.15550423402
1990,outside WI landlord,JOHNSON'S WOODS,7,42200,98707.39183987683
1990,outside WI landlord,JUNEAU TOWN,8,124900,292145.8113933795
1990,outside WI landlord,KING PARK,2,17050,39880.59314857583
1990,outside WI landlord,KOPS PARK,4,54200,126775.84449576597
1990,outside WI landlord,LAYTON PARK,14,47950,112156.85873749037
1990,outside WI landlord,LENOX HEIGHTS,6,57100,133559.05388760584
1990,outside WI landlord,LINCOLN CREEK,18,32400,75784.82217090069
1990,outside WI landlord,LINCOLN PARK,53,39900,93327.6050808314
1990,outside WI landlord,LINCOLN VILLAGE,11,31400,73445.78444957659
1990,outside WI landlord,LINDSAY PARK,10,78150,182795.79792147805
1990,outside WI landlord,LONG VIEW,3,52200,122097.76905311778
1990,outside WI landlord,LOWER EAST SIDE,23,49700,116250.17474980754
1990,outside WI landlord,MAITLAND PARK,1,72600,169814.13856812933
1990,outside WI landlord,MAPLE TREE,8,36000,84205.35796766743
1990,outside WI landlord,MARTIN DRIVE,5,38900,90988.56735950732
1990,outside WI landlord,MC GOVERN PARK,8,35100,82100.22401847574
1990,outside WI landlord,MENOMONEE RIVER HILLS,6,59950,140225.31139337952
1990,outside WI landlord,MENOMONEE RIVER HILLS EAST,2,52700,123267.28791377983
1990,outside WI landlord,MENOMONEE RIVER PARKWAY,1,54400,127243.65204003079
1990,outside WI landlord,MERRILL PARK,2,31150,72861.02501924557
1990,outside WI landlord,METCALFE PARK,5,17900,41868.77521170131
1990,outside WI landlord,MIDTOWN,10,12500,29237.971516551195
1990,outside WI landlord,MILL VALLEY,8,51950,121513.00962278675
1990,outside WI landlord,MITCHELL FIELD,1,95100,222442.48729792147
1990,outside WI landlord,MITCHELL WEST,3,117400,274603.0284834488
1990,outside WI landlord,MORGAN HEIGHTS,4,90400,211449.0100076982
1990,outside WI landlord,MORGANDALE,16,68800,160925.79522709775
1990,outside WI landlord,MOUNT MARY,3,73900,172854.88760585064
1990,outside WI landlord,MURRAY HILL,12,40350,94380.17205542725
1990,outside WI landlord,MUSKEGO WAY,20,31750,74264.44765204002
1990,outside WI landlord,"NASH PARK",3,46500,108765.25404157043
1990,outside WI landlord,"NATIONAL PARK",3,50100,117185.78983833718
1990,outside WI landlord,NORTH DIVISION,22,17100,39997.54503464203
1990,outside WI landlord,NORTH MEADOWS,13,28500,66662.57505773671
1990,outside WI landlord,NORTHPOINT,5,108600,254019.49653579676
1990,outside WI landlord,NORTHRIDGE,3,31000,72510.16936104695
1990,outside WI landlord,NORTHRIDGE LAKES,8,50300,117653.59738260199
1990,outside WI landlord,OLD NORTH MILWAUKEE,19,32300,75550.91839876828
1990,outside WI landlord,PARK VIEW,2,32950,77071.29291762895
1990,outside WI landlord,PARK WEST,16,21700,50757.11855273286
1990,outside WI landlord,PHEASANT RUN,3,104800,245131.15319476518
1990,outside WI landlord,POLONIA,5,52500,122799.480369515
1990,outside WI landlord,RIDGEVIEW,1,62600,146423.76135488838
1990,outside WI landlord,RIVER BEND,2,73050,170866.70554272516
1990,outside WI landlord,RIVERSIDE PARK,1,61300,143383.01231716704
1990,outside WI landlord,RIVERTON HEIGHTS,1,50700,118589.21247113164
1990,outside WI landlord,RIVERWEST,46,31750,74264.44765204002
1990,outside WI landlord,ROLLING GREEN,1,61200,143149.10854503463
1990,outside WI landlord,ROOSEVELT GROVE,24,40850,95549.69091608928
1990,outside WI landlord,ROOT CREEK,1,81300,190163.76674364894
1990,outside WI landlord,RUFUS KING,6,37600,87947.81832178598
1990,outside WI landlord,SAINT JOSEPH,30,46300,108297.44649730562
1990,outside WI landlord,SAVELAND PARK,4,59600,139406.64819091608
1990,outside WI landlord,SERVITE WOODS,14,50200,117419.69361046958
1990,outside WI landlord,SHERMAN PARK,23,37400,87480.01077752117
1990,outside WI landlord,SILVER CITY,9,36600,85608.78060046189
1990,outside WI landlord,SILVER SPRING,21,46800,109466.96535796767
1990,outside WI landlord,SILVER SWAN,3,70700,165369.96689761354
1990,outside WI landlord,SOUTHGATE,3,56300,131687.82371054657
1990,outside WI landlord,SOUTHPOINT,2,45450,106309.26443418014
1990,outside WI landlord,ST. AMELIAN'S,7,62000,145020.3387220939
1990,outside WI landlord,STORY HILL,4,61800,144552.53117782908
1990,outside WI landlord,SUNSET HEIGHTS,18,59100,138237.12933025404
