year,owner_type2,city_nhood,parcels,median_value,median_value_adj
1993,owner occupied,ESTABROOK PARK,4,49450,104122.92065142063
1993,owner occupied,EUCLID PARK,414,85100,179188.28205128203
1993,owner occupied,FAIR PARK,344,54450,114651.02182952181
1993,owner occupied,FAIRFIELD,273,34500,72643.89812889812
1993,owner occupied,FAIRVIEW,1315,70000,147393.41649341647
1993,owner occupied,FERNWOOD,954,64800,136444.19126819127
1993,owner occupied,FLORIST HIGHLANDS,218,83900,176661.53776853776
1993,owner occupied,FOREST HOME HILLS,567,36100,76012.8905058905
1993,owner occupied,FRANKLIN HEIGHTS,1570,25300,53272.19196119196
1993,owner occupied,FREEDOM VILLAGE,15,68200,143603.30006930005
1993,owner occupied,GARDEN HOMES,483,32500,68432.65765765765
1993,owner occupied,GOLDEN GATE,262,92250,194243.4667359667
1993,owner occupied,GOLDEN VALLEY,1061,63800,134338.57103257102
1993,owner occupied,GOLDMAN PARK,507,77200,162553.88218988216
1993,owner occupied,GRA-RAM,470,77000,162132.75814275813
1993,owner occupied,GRACELAND,666,49300,103807.0776160776
1993,owner occupied,GRANTOSA,309,68900,145077.23423423423
1993,owner occupied,GRANVILLE STATION,180,37000,77907.9487179487
1993,owner occupied,GRANVILLE WOODS,3,50000,105281.01178101177
1993,owner occupied,GRASSLYN MANOR,1320,50900,107176.06999306998
1993,owner occupied,GREEN MOOR,197,76400,160869.38600138598
1993,owner occupied,GROVER HEIGHTS,71,27600,58115.118503118494
1993,owner occupied,HALYARD PARK,63,53700,113071.80665280664
1993,owner occupied,HAMPTON HEIGHTS,1762,41000,86330.42966042965
1993,owner occupied,HARAMBEE,1331,21400,45060.27304227304
1993,owner occupied,HARBOR VIEW,4,17150,36111.38704088704
1993,owner occupied,HARDER'S OAKS,140,98500,207403.5932085932
1993,owner occupied,HAVENWOODS,154,36700,77276.26264726264
1993,owner occupied,HAWLEY FARMS,556,64800,136444.19126819127
1993,owner occupied,HAWTHORNE GLEN,99,50500,106333.82189882189
1993,owner occupied,HERITAGE HEIGHTS,27,86500,182136.15038115036
1993,owner occupied,HIGHWOOD ESTATES,464,80800,170134.115038115
1993,owner occupied,HILLSIDE,33,20200,42533.52875952875
1993,owner occupied,HISTORIC MITCHELL STREET,1001,29800,62747.483021483014
1993,owner occupied,HISTORIC THIRD WARD,1,250000,526405.0589050589
1993,owner occupied,HOLLER PARK,163,81500,171608.0492030492
1993,owner occupied,HONEY CREEK MANOR,851,71200,149920.16077616074
1993,owner occupied,HONEY CREEK PARKWAY,395,67900,142971.613998614
1993,owner occupied,JACKSON PARK,2281,76300,160658.82397782395
1993,owner occupied,JOHNSON'S WOODS,801,53800,113282.36867636866
1993,owner occupied,JUNEAU TOWN,264,129800,273309.5065835066
1993,owner occupied,KILBOURN TOWN,1,13800,29057.559251559247
1993,owner occupied,KING PARK,85,18800,39585.66042966043
1993,owner occupied,KOPS PARK,1087,59100,124442.15592515591
1993,owner occupied,LAND BANK,16,78300,164870.06444906443
1993,owner occupied,LAYTON PARK,1382,51100,107597.19404019402
1993,owner occupied,LENOX HEIGHTS,396,51000,107386.63201663201
1993,owner occupied,LINCOLN CREEK,1612,38200,80434.69300069299
1993,owner occupied,LINCOLN PARK,1140,34500,72643.89812889812
1993,owner occupied,LINCOLN VILLAGE,1469,36200,76223.45252945252
1993,owner occupied,LINDSAY PARK,960,69100,145498.35828135826
1993,owner occupied,LITTLE MENOMONEE PARKWAY,245,59900,126126.6521136521
1993,owner occupied,LONG VIEW,834,50300,105912.69785169784
1993,owner occupied,LOWER EAST SIDE,734,65500,137918.12543312542
1993,owner occupied,LYONS PARK,506,73300,154341.96327096326
1993,owner occupied,MACK ACRES,65,89600,188663.5731115731
1993,owner occupied,MAITLAND PARK,306,77800,163817.2543312543
1993,owner occupied,MAPLE TREE,156,38100,80224.13097713096
1993,owner occupied,MARTIN DRIVE,286,43900,92436.72834372833
1993,owner occupied,MC GOVERN PARK,907,38400,80855.81704781704
1993,owner occupied,MELODY VIEW,150,79900,168239.0568260568
1993,owner occupied,MENOMONEE RIVER HILLS,1875,62400,131390.7027027027
1993,owner occupied,MENOMONEE RIVER HILLS EAST,592,62850,132338.2318087318
1993,owner occupied,MENOMONEE RIVER PARKWAY,207,60900,128232.27234927233
1993,owner occupied,MENOMONEE RIVER VALLEY,2,19550,41164.8756063756
1993,owner occupied,MERRILL PARK,305,30100,63379.16909216908
1993,owner occupied,METCALFE PARK,269,19900,41901.842688842684
1993,owner occupied,MIDTOWN,640,15400,32426.551628551624
1993,owner occupied,MILL VALLEY,291,56300,118546.41926541924
1993,owner occupied,MILLER VALLEY,71,40100,84435.37144837144
1993,owner occupied,MITCHELL FIELD,56,71900,151394.09494109493
1993,owner occupied,MITCHELL PARK,6,33900,71380.52598752598
1993,owner occupied,MITCHELL WEST,772,67800,142761.05197505196
1993,owner occupied,MORGAN HEIGHTS,484,76300,160658.82397782395
1993,owner occupied,MORGANDALE,2309,66200,139392.05959805957
1993,owner occupied,MOUNT MARY,685,78000,164238.37837837837
1993,owner occupied,MOUNT OLIVET,54,63950,134654.41406791407
1993,owner occupied,MURRAY HILL,469,89800,189084.69715869715
1993,owner occupied,MUSKEGO WAY,1284,31200,65695.35135135135
1993,owner occupied,"NASH PARK",818,58600,123389.34580734579
1993,owner occupied,"NATIONAL PARK",360,51300,108018.31808731807
1993,owner occupied,NEW COELN,149,73900,155605.3354123354
1993,owner occupied,NORTH DIVISION,1003,18000,37901.16424116424
1993,owner occupied,NORTH GRANVILLE,26,67250,141602.96084546082
1993,owner occupied,NORTH MEADOWS,358,28500,60010.176715176705
1993,owner occupied,NORTHPOINT,430,165850,349217.11607761605
1993,owner occupied,NORTHRIDGE,121,68300,143813.86209286208
1993,owner occupied,NORTHRIDGE LAKES,275,55500,116861.92307692306
1993,owner occupied,OLD NORTH MILWAUKEE,2366,33750,71064.68295218295
1993,owner occupied,PARK KNOLL,333,75900,159816.57588357586
1993,owner occupied,PARK PLACE,30,84850,178661.876992377
1993,owner occupied,PARK VIEW,123,34800,73275.58419958419
1993,owner occupied,PARK WEST,994,20450,43059.93381843381
1993,owner occupied,PARKWAY HILLS,143,69600,146551.16839916838
1993,owner occupied,PHEASANT RUN,456,72350,152341.62404712403
1993,owner occupied,POLLBER HEIGHTS,64,65000,136865.3153153153
1993,owner occupied,POLONIA,948,52100,109702.81427581426
1993,owner occupied,RED OAK HEIGHTS,232,92800,195401.55786555784
1993,owner occupied,RIDGEVIEW,82,71150,149814.87976437976
1993,owner occupied,RIVER BEND,489,82100,172871.42134442134
1993,owner occupied,RIVERSIDE PARK,154,62850,132338.2318087318
1993,owner occupied,RIVERTON HEIGHTS,297,70400,148235.66458766456
1993,owner occupied,RIVERWEST,1697,35900,75591.76645876645
1993,owner occupied,ROLLING GREEN,444,79250,166870.40367290366
1993,owner occupied,ROOSEVELT GROVE,1132,40650,85593.46257796256
1993,owner occupied,ROOT CREEK,454,76150,160342.9809424809
1993,owner occupied,RUFUS KING,1200,36500,76855.1386001386
1993,owner occupied,SAINT JOSEPH,1162,48250,101596.17636867636
1993,owner occupied,SAVELAND PARK,566,63600,133917.44698544696
1993,owner occupied,SERVITE WOODS,353,59300,124863.27997227995
1993,owner occupied,SHERMAN PARK,1183,34100,71801.65003465003
1993,owner occupied,SILVER CITY,630,41900,88225.48787248787
1993,owner occupied,SILVER SPRING,2146,43400,91383.91822591821
1993,owner occupied,SILVER SWAN,424,55700,117283.04712404711
1993,owner occupied,SOUTHGATE,417,65100,137075.87733887733
1993,owner occupied,SOUTHPOINT,477,63700,134128.009009009
1993,owner occupied,ST. AMELIAN'S,533,65300,137497.00138600136
1993,owner occupied,STORY HILL,468,79000,166343.99861399858
1993,owner occupied,SUNSET HEIGHTS,1044,59600,125494.96604296603
1993,owner occupied,THE VALLEY / PIGSVILLE,119,33000,69485.46777546777
1993,owner occupied,THURSTON WOODS,997,39200,82540.31323631323
1993,owner occupied,TIMMERMAN AIRPORT,50,64050,134864.97609147607
1993,owner occupied,TIMMERMAN WEST,880,62300,131180.14067914066
1993,owner occupied,TIPPECANOE,1931,64300,135391.38115038114
1993,owner occupied,TOWN & COUNTRY MANOR,536,55100,116019.67498267497
1993,owner occupied,TOWN OF LAKE,1789,65900,138760.3735273735
1993,owner occupied,TRIANGLE,58,10400,21898.450450450448
1993,owner occupied,TRIANGLE NORTH,103,13000,27373.06306306306
1993,owner occupied,TRIPOLI PARK,225,65200,137286.43936243936
1993,owner occupied,UPPER EAST SIDE,656,129000,271625.01039501035
1993,owner occupied,UPTOWN,1033,43500,91594.48024948024
1993,owner occupied,VALHALLA,481,53500,112650.6826056826
1993,owner occupied,VALLEY FORGE,52,80700,169923.553014553
1993,owner occupied,VETERANS AFFAIRS,1,51900,109281.69022869022
1993,owner occupied,VOGEL PARK,311,58500,123178.78378378377
1993,owner occupied,WAHL PARK,689,36800,77486.82467082466
1993,owner occupied,WALKER'S POINT,731,25200,53061.62993762993
1993,owner occupied,WALNUT HILL,215,20900,44007.46292446292
1993,owner occupied,WASHINGTON HEIGHTS,1643,56300,118546.41926541924
1993,owner occupied,WASHINGTON PARK,422,29050,61168.26784476783
1993,owner occupied,WEDGEWOOD,453,90300,190137.50727650724
1993,owner occupied,WEST VIEW,334,78400,165080.62647262646
1993,owner occupied,WHISPERING HILLS,203,61600,129706.2065142065
1993,owner occupied,WHITE MANOR,556,66550,140129.02668052667
1993,owner occupied,WICK FIELD,138,48950,103070.11053361052
1993,owner occupied,WILLIAMSBURG,431,24300,51166.57172557172
1993,owner occupied,WILSON PARK,594,74600,157079.26957726956
1993,owner occupied,WOODLAND COURT,127,79100,166554.56063756061
1993,owner occupied,WYRICK PARK,201,46000,96858.53083853083
1993,owner occupied,YANKEE HILL,56,36800,77486.82467082466
1993,owner occupied,NA,5,23500,49482.07553707553
1993,rest of Wisconsin landlord,ALCOTT PARK,1,34900,73486.14622314622
1993,rest of Wisconsin landlord,ARLINGTON GARDENS,1,42300,89067.73596673596
1993,rest of Wisconsin landlord,ARLINGTON HEIGHTS,7,30700,64642.541233541226
1993,rest of Wisconsin landlord,AVENUES WEST,1,24100,50745.44767844767
1993,rest of Wisconsin landlord,BAY VIEW,41,58000,122125.97366597365
1993,rest of Wisconsin landlord,BLUEMOUND HEIGHTS,6,55600,117072.4851004851
1993,rest of Wisconsin landlord,BORCHERT FIELD,3,12200,25688.56687456687
1993,rest of Wisconsin landlord,BRADLEY ESTATES,7,43800,92226.1663201663
1993,rest of Wisconsin landlord,BREWER'S HILL,2,19400,40849.03257103257
1993,rest of Wisconsin landlord,BURNHAM PARK,11,51000,107386.63201663201
1993,rest of Wisconsin landlord,CAMBRIDGE HEIGHTS,3,85500,180030.53014553012
1993,rest of Wisconsin landlord,CAPITOL HEIGHTS,10,49050,103280.67255717254
1993,rest of Wisconsin landlord,CASTLE MANOR,1,78000,164238.37837837837
1993,rest of Wisconsin landlord,CLARKE SQUARE,15,34300,72222.77408177407
1993,rest of Wisconsin landlord,CLOCK TOWER ACRES,8,21250,44744.43000693
1993,rest of Wisconsin landlord,COLD SPRING PARK,3,34000,71591.08801108801
1993,rest of Wisconsin landlord,COLLEGE HEIGHTS,1,54400,114545.7408177408
1993,rest of Wisconsin landlord,COLUMBUS PARK,5,47000,98964.15107415106
1993,rest of Wisconsin landlord,COOPER PARK,3,71100,149709.59875259874
1993,rest of Wisconsin landlord,COPERNICUS PARK,1,60000,126337.21413721412
1993,rest of Wisconsin landlord,DINEEN PARK,1,62500,131601.26472626472
1993,rest of Wisconsin landlord,DOWNER WOODS,4,132000,277941.871101871
1993,rest of Wisconsin landlord,ENDERIS PARK,3,67700,142550.48995148993
1993,rest of Wisconsin landlord,FAIR PARK,5,59700,125705.52806652806
1993,rest of Wisconsin landlord,FAIRFIELD,3,33300,70117.15384615384
1993,rest of Wisconsin landlord,FAIRVIEW,5,88000,185294.58073458073
1993,rest of Wisconsin landlord,FERNWOOD,13,78300,164870.06444906443
1993,rest of Wisconsin landlord,FLORIST HIGHLANDS,1,90400,190348.06930006927
1993,rest of Wisconsin landlord,FOREST HOME HILLS,15,33500,70538.27789327789
1993,rest of Wisconsin landlord,FRANKLIN HEIGHTS,7,27100,57062.30838530838
1993,rest of Wisconsin landlord,GARDEN HOMES,4,28500,60010.17671517671
1993,rest of Wisconsin landlord,GOLDEN VALLEY,2,65250,137391.72037422034
1993,rest of Wisconsin landlord,GOLDMAN PARK,1,57000,120020.35343035341
1993,rest of Wisconsin landlord,GRACELAND,5,62100,130759.01663201662
1993,rest of Wisconsin landlord,GRANTOSA,1,52500,110545.06237006235
1993,rest of Wisconsin landlord,GRANVILLE STATION,1,69900,147182.85446985444
1993,rest of Wisconsin landlord,GRASSLYN MANOR,15,46300,97490.21690921689
1993,rest of Wisconsin landlord,GREEN MOOR,1,123800,260675.78516978514
1993,rest of Wisconsin landlord,HAMPTON HEIGHTS,21,37500,78960.75883575882
1993,rest of Wisconsin landlord,HARAMBEE,18,18700,39375.098406098405
1993,rest of Wisconsin landlord,HAVENWOODS,3,38800,81698.06514206513
1993,rest of Wisconsin landlord,HAWLEY FARMS,4,64850,136549.47227997228
1993,rest of Wisconsin landlord,HIGHWOOD ESTATES,1,53300,112229.55855855855
1993,rest of Wisconsin landlord,HISTORIC MITCHELL STREET,32,26350,55483.0932085932
1993,rest of Wisconsin landlord,HONEY CREEK MANOR,3,74900,157710.95564795562
1993,rest of Wisconsin landlord,HONEY CREEK PARKWAY,2,77500,163185.56826056825
1993,rest of Wisconsin landlord,JACKSON PARK,10,87500,184241.7706167706
1993,rest of Wisconsin landlord,JOHNSON'S WOODS,10,43950,92542.00935550933
1993,rest of Wisconsin landlord,JUNEAU TOWN,1,145000,305314.93416493415
1993,rest of Wisconsin landlord,KING PARK,2,7200,15160.465696465695
1993,rest of Wisconsin landlord,KOPS PARK,8,51150,107702.47505197504
1993,rest of Wisconsin landlord,LAYTON PARK,18,52800,111176.74844074843
1993,rest of Wisconsin landlord,LENOX HEIGHTS,2,53900,113492.93069993069
1993,rest of Wisconsin landlord,LINCOLN CREEK,19,31500,66327.0374220374
1993,rest of Wisconsin landlord,LINCOLN PARK,11,36300,76434.01455301454
1993,rest of Wisconsin landlord,LINCOLN VILLAGE,45,37600,79171.32085932085
1993,rest of Wisconsin landlord,LINDSAY PARK,5,81500,171608.0492030492
1993,rest of Wisconsin landlord,LITTLE MENOMONEE PARKWAY,1,51100,107597.19404019402
1993,rest of Wisconsin landlord,LONG VIEW,5,59300,124863.27997227995
1993,rest of Wisconsin landlord,LOWER EAST SIDE,8,76150,160342.9809424809
1993,rest of Wisconsin landlord,LYONS PARK,1,67900,142971.613998614
1993,rest of Wisconsin landlord,MAITLAND PARK,2,91400,192453.6895356895
1993,rest of Wisconsin landlord,MAPLE TREE,8,37900,79803.00693000692
1993,rest of Wisconsin landlord,MARTIN DRIVE,6,44700,94121.22453222451
1993,rest of Wisconsin landlord,MC GOVERN PARK,8,31100,65484.789327789316
1993,rest of Wisconsin landlord,MENOMONEE RIVER HILLS,4,54650,115072.14587664587
1993,rest of Wisconsin landlord,MENOMONEE RIVER HILLS EAST,2,62050,130653.73562023559
1993,rest of Wisconsin landlord,MERRILL PARK,6,24700,52008.81981981981
1993,rest of Wisconsin landlord,METCALFE PARK,8,21150,44533.86798336798
1993,rest of Wisconsin landlord,MIDTOWN,27,12500,26320.25294525294
1993,rest of Wisconsin landlord,MILL VALLEY,2,49500,104228.20166320165
1993,rest of Wisconsin landlord,MITCHELL FIELD,1,80700,169923.553014553
1993,rest of Wisconsin landlord,MITCHELL WEST,1,47900,100859.20928620927
1993,rest of Wisconsin landlord,MORGAN HEIGHTS,1,70800,149077.91268191265
1993,rest of Wisconsin landlord,MORGANDALE,10,68450,144129.70512820513
1993,rest of Wisconsin landlord,MOUNT MARY,2,81650,171923.8922383922
1993,rest of Wisconsin landlord,MOUNT OLIVET,1,52200,109913.37629937628
1993,rest of Wisconsin landlord,MURRAY HILL,6,75150,158237.3607068607
1993,rest of Wisconsin landlord,MUSKEGO WAY,37,31200,65695.35135135135
1993,rest of Wisconsin landlord,"NATIONAL PARK",8,52850,111282.02945252944
1993,rest of Wisconsin landlord,NEW COELN,1,41900,88225.48787248787
1993,rest of Wisconsin landlord,NORTH DIVISION,12,17800,37480.04019404019
1993,rest of Wisconsin landlord,NORTH MEADOWS,7,28100,59167.928620928615
1993,rest of Wisconsin landlord,NORTHPOINT,6,101450,213615.17290367288
1993,rest of Wisconsin landlord,NORTHRIDGE,3,78700,165712.31254331252
1993,rest of Wisconsin landlord,NORTHRIDGE LAKES,1,49800,104859.88773388772
1993,rest of Wisconsin landlord,OLD NORTH MILWAUKEE,35,30900,65063.66528066527
1993,rest of Wisconsin landlord,PARK VIEW,1,33500,70538.27789327789
1993,rest of Wisconsin landlord,PARK WEST,9,17600,37058.91614691614
1993,rest of Wisconsin landlord,PHEASANT RUN,2,83150,175082.32259182257
1993,rest of Wisconsin landlord,POLONIA,8,55150,116124.95599445599
1993,rest of Wisconsin landlord,RIVER BEND,1,82100,172871.42134442134
1993,rest of Wisconsin landlord,RIVERTON HEIGHTS,1,63400,133496.32293832293
1993,rest of Wisconsin landlord,RIVERWEST,35,32100,67590.40956340956
1993,rest of Wisconsin landlord,ROLLING GREEN,2,87450,184136.4896049896
1993,rest of Wisconsin landlord,ROOSEVELT GROVE,17,31800,66958.72349272348
1993,rest of Wisconsin landlord,ROOT CREEK,1,87800,184873.45668745667
1993,rest of Wisconsin landlord,RUFUS KING,5,32100,67590.40956340956
1993,rest of Wisconsin landlord,SAINT JOSEPH,19,46600,98121.90297990297
1993,rest of Wisconsin landlord,SAVELAND PARK,2,65200,137286.43936243936
1993,rest of Wisconsin landlord,SERVITE WOODS,1,36900,77697.38669438669
1993,rest of Wisconsin landlord,SHERMAN PARK,22,32200,67800.97158697157
1993,rest of Wisconsin landlord,SILVER CITY,9,44100,92857.85239085238
1993,rest of Wisconsin landlord,SILVER SPRING,26,43050,90646.95114345114
1993,rest of Wisconsin landlord,SILVER SWAN,5,63300,133285.7609147609
1993,rest of Wisconsin landlord,SOUTHGATE,5,59600,125494.96604296603
1993,rest of Wisconsin landlord,SOUTHPOINT,1,50400,106123.25987525986
1993,rest of Wisconsin landlord,ST. AMELIAN'S,2,62350,131285.42169092168
1993,rest of Wisconsin landlord,STORY HILL,2,60750,127916.42931392929
1993,rest of Wisconsin landlord,SUNSET HEIGHTS,10,55450,116756.64206514205
1993,rest of Wisconsin landlord,THE VALLEY / PIGSVILLE,3,26300,55377.81219681219
1993,rest of Wisconsin landlord,THURSTON WOODS,14,35500,74749.51836451836
1993,rest of Wisconsin landlord,TIMMERMAN WEST,5,79500,167396.8087318087
1993,rest of Wisconsin landlord,TIPPECANOE,6,66150,139286.77858627855
1993,rest of Wisconsin landlord,TOWN & COUNTRY MANOR,12,36050,75907.60949410949
1993,rest of Wisconsin landlord,TOWN OF LAKE,11,65100,137075.87733887733
1993,rest of Wisconsin landlord,TRIANGLE,4,9750,20529.797297297293
1993,rest of Wisconsin landlord,TRIANGLE NORTH,5,8100,17055.523908523908
1993,rest of Wisconsin landlord,UPPER EAST SIDE,6,107800,226985.86139986137
1993,rest of Wisconsin landlord,UPTOWN,21,45700,96226.84476784476
1993,rest of Wisconsin landlord,VALHALLA,4,62350,131285.42169092168
1993,rest of Wisconsin landlord,VOGEL PARK,7,68100,143392.73804573802
1993,rest of Wisconsin landlord,WAHL PARK,11,37000,77907.9487179487
1993,rest of Wisconsin landlord,WALKER'S POINT,30,24400,51377.13374913375
1993,rest of Wisconsin landlord,WALNUT HILL,13,19400,40849.03257103256
1993,rest of Wisconsin landlord,WASHINGTON HEIGHTS,14,58650,123494.6268191268
1993,rest of Wisconsin landlord,WASHINGTON PARK,27,27300,57483.432432432426
1993,rest of Wisconsin landlord,WEST VIEW,2,105300,221721.8108108108
1993,rest of Wisconsin landlord,WHISPERING HILLS,1,56900,119809.7914067914
1993,rest of Wisconsin landlord,WICK FIELD,2,43150,90857.51316701315
1993,rest of Wisconsin landlord,WILLIAMSBURG,7,23800,50113.761607761604
1993,rest of Wisconsin landlord,WILSON PARK,2,93100,196033.24393624393
1993,rest of Wisconsin landlord,WOODLAND COURT,3,135700,285732.66597366595
1993,rest of Wisconsin landlord,WYRICK PARK,2,37750,79487.163894663885
1993,rest of Wisconsin landlord,YANKEE HILL,8,16600,34953.29591129591
1993,suburbs landlord,ALCOTT PARK,7,115700,243620.26126126124
1993,suburbs landlord,ALVERNO,1,71600,150762.40887040886
1993,suburbs landlord,ARLINGTON GARDENS,19,78100,164448.94040194037
1993,suburbs landlord,ARLINGTON HEIGHTS,18,26250,55272.531185031185
1993,suburbs landlord,AVENUES WEST,11,25200,53061.62993762993
1993,suburbs landlord,BARAN PARK,2,32200,67800.97158697157
1993,suburbs landlord,BAY VIEW,237,55100,116019.67498267497
1993,suburbs landlord,BLUEMOUND HEIGHTS,67,61800,130127.33056133054
1993,suburbs landlord,BORCHERT FIELD,43,18000,37901.16424116424
1993,suburbs landlord,BRADLEY ESTATES,29,40800,85909.30561330561
1993,suburbs landlord,BREWER'S HILL,9,24000,50534.88565488565
1993,suburbs landlord,BURNHAM PARK,88,45900,96647.9688149688
1993,suburbs landlord,CALUMET FARMS,11,82100,172871.42134442134
1993,suburbs landlord,CAMBRIDGE HEIGHTS,29,83800,176450.97574497573
1993,suburbs landlord,CANNON PARK,11,70600,148656.78863478862
1993,suburbs landlord,CAPITOL HEIGHTS,57,58600,123389.34580734579
1993,suburbs landlord,CASTLE MANOR,14,88400,186136.82882882882
1993,suburbs landlord,CLARKE SQUARE,108,36750,77381.54365904364
1993,suburbs landlord,CLAYTON CREST,4,119900,252463.8662508662
1993,suburbs landlord,CLOCK TOWER ACRES,30,23200,48850.38946638946
1993,suburbs landlord,COLD SPRING PARK,18,33950,71485.80699930698
1993,suburbs landlord,COLLEGE HEIGHTS,3,54000,113703.49272349272
1993,suburbs landlord,COLUMBUS PARK,25,66200,139392.05959805957
1993,suburbs landlord,CONCORDIA,10,35700,75170.6424116424
1993,suburbs landlord,COOPER PARK,24,80200,168870.7428967429
1993,suburbs landlord,COPERNICUS PARK,8,64000,134759.69507969506
1993,suburbs landlord,DINEEN PARK,35,55200,116230.23700623699
1993,suburbs landlord,DOWNER WOODS,10,129600,272888.38253638253
1993,suburbs landlord,DRETZKA PARK,1,81900,172450.29729729728
1993,suburbs landlord,ENDERIS PARK,24,76450,160974.667013167
1993,suburbs landlord,ESTABROOK PARK,1,49600,104438.76368676368
1993,suburbs landlord,EUCLID PARK,9,91300,192243.12751212748
1993,suburbs landlord,FAIR PARK,31,59200,124652.71794871794
1993,suburbs landlord,FAIRFIELD,17,35700,75170.6424116424
1993,suburbs landlord,FAIRVIEW,32,76600,161290.51004851004
1993,suburbs landlord,FERNWOOD,39,77300,162764.4442134442
1993,suburbs landlord,FLORIST HIGHLANDS,28,93950,197823.02113652113
1993,suburbs landlord,FOREST HOME HILLS,89,35200,74117.83229383228
1993,suburbs landlord,FRANKLIN HEIGHTS,62,23750,50008.48059598059
1993,suburbs landlord,GARDEN HOMES,6,32650,68748.50069300068
1993,suburbs landlord,GOLDEN VALLEY,26,65150,137181.1583506583
1993,suburbs landlord,GOLDMAN PARK,6,84900,178767.15800415797
1993,suburbs landlord,GRA-RAM,9,83000,174766.47955647955
1993,suburbs landlord,GRACELAND,40,73650,155078.93035343033
1993,suburbs landlord,GRANTOSA,16,73050,153815.5582120582
1993,suburbs landlord,GRANVILLE STATION,24,37000,77907.9487179487
1993,suburbs landlord,GRASSLYN MANOR,76,55400,116651.36105336103
1993,suburbs landlord,GREEN MOOR,5,114700,241514.641025641
1993,suburbs landlord,HALYARD PARK,2,11800,24846.318780318776
1993,suburbs landlord,HAMPTON HEIGHTS,112,39700,83593.12335412334
1993,suburbs landlord,HARAMBEE,130,19050,40112.06548856548
1993,suburbs landlord,HARBOR VIEW,2,12050,25372.723839223836
1993,suburbs landlord,HARDER'S OAKS,1,82000,172660.8593208593
1993,suburbs landlord,HAVENWOODS,6,38650,81382.2221067221
1993,suburbs landlord,HAWLEY FARMS,12,67000,141076.55578655578
1993,suburbs landlord,HAWTHORNE GLEN,8,50550,106439.1029106029
1993,suburbs landlord,HERITAGE HEIGHTS,1,43800,92226.1663201663
1993,suburbs landlord,HIGHWOOD ESTATES,15,97000,204245.16285516284
1993,suburbs landlord,HISTORIC MITCHELL STREET,184,30150,63484.45010395009
1993,suburbs landlord,HONEY CREEK MANOR,19,73300,154341.96327096326
1993,suburbs landlord,HONEY CREEK PARKWAY,13,74500,156868.70755370753
1993,suburbs landlord,JACKSON PARK,55,82800,174345.3555093555
1993,suburbs landlord,JOHNSON'S WOODS,40,57100,120230.91545391544
1993,suburbs landlord,JUNEAU TOWN,6,106100,223406.30699930698
1993,suburbs landlord,KING PARK,14,20150,42428.24774774774
1993,suburbs landlord,KOPS PARK,16,52450,110439.78135828135
1993,suburbs landlord,LAND BANK,1,75000,157921.51767151765
1993,suburbs landlord,LAYTON PARK,103,49100,103385.95356895356
1993,suburbs landlord,LENOX HEIGHTS,23,59800,125916.09009009007
1993,suburbs landlord,LINCOLN CREEK,89,37100,78118.51074151073
1993,suburbs landlord,LINCOLN PARK,42,34100,71801.65003465003
1993,suburbs landlord,LINCOLN VILLAGE,232,35500,74749.51836451836
1993,suburbs landlord,LINDSAY PARK,32,77850,163922.5353430353
1993,suburbs landlord,LITTLE MENOMONEE PARKWAY,4,72200,152025.78101178101
1993,suburbs landlord,LONG VIEW,26,53450,112545.40159390158
1993,suburbs landlord,LOWER EAST SIDE,80,51800,109071.12820512819
1993,suburbs landlord,LYONS PARK,5,66000,138970.93555093554
1993,suburbs landlord,MACK ACRES,1,66900,140865.99376299375
1993,suburbs landlord,MAITLAND PARK,8,98150,206666.6261261261
1993,suburbs landlord,MAPLE TREE,117,71700,150972.97089397087
1993,suburbs landlord,MARTIN DRIVE,48,42800,90120.54608454608
1993,suburbs landlord,MC GOVERN PARK,66,35600,74960.08038808039
1993,suburbs landlord,MELODY VIEW,8,86450,182030.86936936935
1993,suburbs landlord,MENOMONEE RIVER HILLS,15,69000,145287.79625779623
1993,suburbs landlord,MENOMONEE RIVER HILLS EAST,20,74600,157079.26957726956
1993,suburbs landlord,MENOMONEE RIVER PARKWAY,11,48200,101490.89535689534
1993,suburbs landlord,MERRILL PARK,29,26000,54746.12612612612
1993,suburbs landlord,METCALFE PARK,61,20500,43165.21483021483
1993,suburbs landlord,MIDTOWN,81,13700,28846.997227997224
1993,suburbs landlord,MILL VALLEY,12,47250,99490.55613305612
1993,suburbs landlord,MILLER VALLEY,14,43950,92542.00935550935
1993,suburbs landlord,MITCHELL FIELD,1,66400,139813.18364518363
1993,suburbs landlord,MITCHELL PARK,1,34000,71591.08801108801
1993,suburbs landlord,MITCHELL WEST,24,99300,209088.08939708938
1993,suburbs landlord,MORGAN HEIGHTS,27,99600,209719.77546777544
1993,suburbs landlord,MORGANDALE,51,71800,151183.5329175329
1993,suburbs landlord,MOUNT MARY,11,88000,185294.58073458073
1993,suburbs landlord,MOUNT OLIVET,2,74600,157079.26957726956
1993,suburbs landlord,MURRAY HILL,50,74750,157395.1126126126
1993,suburbs landlord,MUSKEGO WAY,201,33700,70959.40194040193
1993,suburbs landlord,"NASH PARK",17,65100,137075.87733887733
1993,suburbs landlord,"NATIONAL PARK",29,44900,94542.34857934857
1993,suburbs landlord,NEW COELN,4,70150,147709.25952875952
1993,suburbs landlord,NORTH DIVISION,104,16850,35479.70097020097
1993,suburbs landlord,NORTH GRANVILLE,2,65700,138339.24948024948
1993,suburbs landlord,NORTH MEADOWS,106,28600,60220.73873873873
