year,city_nhood,parcels,own_ocp,landlord,median_value,median_value_adj,pct_own_ocp,pct_landlord
1995,MENOMONEE RIVER VALLEY,5,2,1,19800,39475.40551181103,40,20
1995,MERRILL PARK,538,312,220,29400,58614.996062992126,57.99256505576208,40.89219330855018
1995,METCALFE PARK,676,264,405,17900,35687.36154855643,39.053254437869825,59.9112426035503
1995,MIDTOWN,1288,583,689,14000,27911.90288713911,45.2639751552795,53.493788819875775
1995,MILL VALLEY,330,295,35,63000,125603.56299212598,89.39393939393939,10.606060606060606
1995,MILLER VALLEY,110,70,39,38400,76558.36220472441,63.63636363636363,35.45454545454545
1995,MITCHELL FIELD,73,60,13,84500,168468.27099737534,82.1917808219178,17.80821917808219
1995,MITCHELL PARK,8,7,1,34750,69281.33038057742,87.5,12.5
1995,MITCHELL WEST,872,784,88,78250,156007.6000656168,89.90825688073394,10.091743119266056
1995,MORGAN HEIGHTS,541,482,59,89500,178436.80774278214,89.09426987060998,10.905730129390019
1995,MORGANDALE,2508,2287,220,75400,150325.5341207349,91.18819776714514,8.771929824561402
1995,MOUNT MARY,724,693,31,87450,174349.70767716534,95.71823204419888,4.281767955801105
1995,MOUNT OLIVET,63,52,11,73200,145939.3779527559,82.53968253968253,17.46031746031746
1995,MURRAY HILL,682,486,196,96800,192990.87139107613,71.26099706744868,28.739002932551323
1995,MUSKEGO WAY,1934,1271,662,33300,66390.45472440944,65.71871768355739,34.229576008273014
1995,"NASH PARK",864,808,56,63900,127397.89960629921,93.51851851851852,6.481481481481481
1995,"NATIONAL PARK",457,366,90,54300,108258.30905511811,80.0875273522976,19.693654266958426
1995,NEW COELN,159,149,10,86700,172854.42716535434,93.71069182389937,6.289308176100629
1995,NORTH DIVISION,1995,950,1009,15000,29905.610236220473,47.61904761904761,50.576441102756895
1995,NORTH GRANVILLE,29,27,2,69000,137565.80708661416,93.10344827586206,6.896551724137931
1995,NORTH MEADOWS,625,323,301,25500,50839.5374015748,51.68000000000001,48.16
1995,NORTHPOINT,517,436,81,168500,335939.68832020997,84.33268858800773,15.667311411992262
1995,NORTHRIDGE,216,124,92,74900,149328.68044619425,57.407407407407405,42.592592592592595
1995,NORTHRIDGE LAKES,297,274,23,60000,119622.44094488189,92.25589225589226,7.744107744107744
1995,OLD NORTH MILWAUKEE,3158,2277,871,34200,68184.79133858268,72.102596580114,27.580747308423053
1995,PARK KNOLL,365,343,22,85700,170860.71981627296,93.97260273972603,6.027397260273973
1995,PARK PLACE,35,33,2,98600,196579.54461942258,94.28571428571428,5.714285714285714
1995,PARK VIEW,137,121,16,32100,63998.00590551181,88.32116788321169,11.678832116788321
1995,PARK WEST,1802,918,861,16400,32696.800524934384,50.943396226415096,47.78024417314096
1995,PARKWAY HILLS,152,143,9,76050,151621.4438976378,94.07894736842105,5.921052631578947
1995,PHEASANT RUN,491,456,35,80100,159695.95866141733,92.87169042769857,7.128309572301425
1995,POLLBER HEIGHTS,74,67,7,70000,139559.51443569554,90.54054054054053,9.45945945945946
1995,POLONIA,1150,950,198,56900,113441.94816272966,82.6086956521739,17.217391304347824
1995,RED OAK HEIGHTS,236,233,3,105950,211233.29363517062,98.72881355932203,1.2711864406779663
1995,RIDGEVIEW,89,83,6,78800,157104.13910761155,93.25842696629213,6.741573033707865
1995,RIVER BEND,505,483,22,87200,173851.28083989501,95.64356435643563,4.356435643564356
1995,RIVERSIDE PARK,229,156,73,66700,132980.28018372704,68.12227074235808,31.877729257641924
1995,RIVERTON HEIGHTS,351,305,46,73000,145540.63648293962,86.8945868945869,13.105413105413104
1995,RIVERWEST,2579,1674,900,35500,70776.61089238845,64.90887941062428,34.89724699495929
1995,ROLLING GREEN,493,441,52,93400,186212.26640419947,89.4523326572008,10.547667342799189
1995,ROOSEVELT GROVE,1493,1122,368,41400,82539.4842519685,75.15070328198259,24.648359008707303
1995,ROOT CREEK,495,459,36,85400,170262.60761154856,92.72727272727272,7.2727272727272725
1995,RUFUS KING,1415,1195,218,38700,77156.47440944881,84.45229681978799,15.406360424028268
1995,SAINT JOSEPH,1673,1146,521,49300,98289.77230971129,68.4997011356844,31.14166168559474
1995,SAVELAND PARK,605,561,44,74400,148331.82677165355,92.72727272727272,7.2727272727272725
1995,SERVITE WOODS,403,349,54,60000,119622.44094488189,86.60049627791562,13.399503722084367
1995,SHERMAN PARK,1770,1163,599,34100,67985.42060367455,65.70621468926554,33.84180790960452
1995,SILVER CITY,870,647,223,46500,92707.39173228346,74.36781609195403,25.632183908045974
1995,SILVER SPRING,2625,2110,513,44700,89118.71850393701,80.38095238095238,19.54285714285714
1995,SILVER SWAN,500,412,87,60550,120718.97998687663,82.39999999999999,17.4
1995,SOUTHGATE,479,418,61,76100,151721.12926509188,87.2651356993737,12.734864300626306
1995,SOUTHPOINT,537,472,65,73500,146537.49015748032,87.89571694599627,12.104283054003725
1995,ST. AMELIAN'S,582,539,43,69900,139360.1437007874,92.61168384879726,7.3883161512027495
1995,STORY HILL,524,461,63,89000,177439.95406824147,87.97709923664122,12.022900763358779
1995,SUNSET HEIGHTS,1253,1048,204,62200,124008.5971128609,83.6392657621708,16.28092577813248
1995,THE VALLEY / PIGSVILLE,160,111,49,30850,61505.8717191601,69.375,30.625000000000004
1995,THURSTON WOODS,1169,1000,169,40200,80147.03543307087,85.5431993156544,14.456800684345595
1995,TIMMERMAN AIRPORT,51,49,2,71500,142550.0754593176,96.07843137254902,3.9215686274509802
1995,TIMMERMAN WEST,959,884,74,69400,138363.29002624672,92.17935349322211,7.716371220020855
1995,TIPPECANOE,2106,1938,168,74700,148929.93897637795,92.02279202279202,7.977207977207977
1995,TOWN & COUNTRY MANOR,610,550,60,56650,112943.52132545933,90.1639344262295,9.836065573770492
1995,TOWN OF LAKE,1904,1790,114,75200,149926.79265091862,94.0126050420168,5.987394957983193
1995,TRIANGLE,118,54,60,9350,18641.163713910762,45.76271186440678,50.847457627118644
1995,TRIANGLE NORTH,214,96,117,12250,24422.91502624672,44.85981308411215,54.67289719626168
1995,TRIPOLI PARK,237,225,12,68600,136768.3241469816,94.9367088607595,5.063291139240507
1995,UPPER EAST SIDE,855,629,226,136800,272739.16535433073,73.5672514619883,26.432748538011698
1995,UPTOWN,1480,996,483,44700,89118.71850393701,67.29729729729729,32.63513513513514
1995,VALHALLA,563,474,88,53900,107460.82611548556,84.19182948490231,15.630550621669629
1995,VALLEY FORGE,54,52,2,94600,188604.71522309713,96.29629629629629,3.7037037037037033
1995,VETERANS AFFAIRS,1,1,0,58900,117429.36286089239,100,0
1995,VOGEL PARK,371,316,55,60600,120818.6653543307,85.17520215633422,14.824797843665769
1995,WAHL PARK,854,675,177,38100,75960.25,79.03981264637002,20.725995316159253
1995,WALKER'S POINT,1205,697,504,25800,51437.649606299216,57.84232365145229,41.82572614107884
1995,WALNUT HILL,514,202,302,18700,37282.327427821525,39.29961089494164,58.754863813229576
1995,WASHINGTON HEIGHTS,1992,1635,356,59100,117828.10433070867,82.07831325301204,17.8714859437751
1995,WASHINGTON PARK,1145,405,725,26600,53032.6154855643,35.37117903930131,63.31877729257642
1995,WEDGEWOOD,477,450,27,97700,194785.20800524935,94.33962264150944,5.660377358490567
1995,WEST VIEW,369,333,36,88000,175446.24671916012,90.2439024390244,9.75609756097561
1995,WHISPERING HILLS,213,202,11,63900,127397.89960629921,94.83568075117371,5.164319248826291
1995,WHITE MANOR,580,556,24,75900,151322.3877952756,95.86206896551724,4.137931034482759
1995,WICK FIELD,160,139,21,52650,104968.69192913387,86.875,13.125
1995,WILLIAMSBURG,644,416,225,25200,50241.425196850396,64.59627329192547,34.93788819875777
1995,WILSON PARK,638,595,43,85150,169764.1807742782,93.2601880877743,6.739811912225706
1995,WOODLAND COURT,144,130,14,94700,188804.08595800525,90.27777777777779,9.722222222222223
1995,WYRICK PARK,238,206,32,47550,94800.78444881889,86.5546218487395,13.445378151260504
1995,YANKEE HILL,168,75,91,25000,49842.68372703412,44.642857142857146,54.166666666666664
1995,NA,4,4,0,32950,65692.65715223097,100,0
1996,ALCOTT PARK,482,452,30,108550,210478.2421825144,93.7759336099585,6.224066390041494
1996,ALVERNO,54,50,4,105350,204273.4483088705,92.5925925925926,7.4074074074074066
1996,ARLINGTON GARDENS,737,693,44,69700,135148.16656030633,94.02985074626866,5.970149253731343
1996,ARLINGTON HEIGHTS,1249,861,380,29700,57588.243139757506,68.9351481184948,30.424339471577262
1996,AVENUES WEST,268,94,173,22800,44209.15634971283,35.07462686567165,64.55223880597015
1996,BARAN PARK,91,80,11,46200,89581.7115507339,87.91208791208791,12.087912087912088
1996,BAY VIEW,5277,4354,922,74300,144067.55775366945,82.50900132651128,17.472048512412357
1996,BLUEMOUND HEIGHTS,1046,874,172,73900,143291.95851946395,83.5564053537285,16.44359464627151
1996,BORCHERT FIELD,1038,614,414,19000,36840.9636247607,59.15221579961464,39.884393063583815
1996,BRADLEY ESTATES,967,848,118,68400,132627.4690491385,87.69389865563598,12.20268872802482
1996,BREWER'S HILL,337,171,165,31900,61854.03892788769,50.74183976261127,48.96142433234421
1996,BUCHEL PARK,13,12,1,101800,197390.00510529676,92.3076923076923,7.6923076923076925
1996,BURNHAM PARK,1458,1204,254,54600,105869.29546904916,82.57887517146777,17.421124828532236
1996,CALUMET FARMS,252,215,37,122750,238012.01499680922,85.31746031746032,14.682539682539684
1996,CAMBRIDGE HEIGHTS,476,338,138,99650,193221.15922144227,71.00840336134453,28.991596638655466
1996,CANNON PARK,467,434,33,95000,184204.81812380347,92.93361884368309,7.066381156316917
1996,CAPITOL HEIGHTS,1656,1474,181,55550,107711.34365028719,89.00966183574879,10.929951690821255
1996,CASTLE MANOR,744,701,43,98550,191088.26132737717,94.22043010752688,5.779569892473118
1996,CLARKE SQUARE,999,613,385,38900,75427.02552648373,61.36136136136137,38.53853853853854
1996,CLAYTON CREST,530,508,22,134100,260019.64326738997,95.84905660377359,4.150943396226415
1996,CLOCK TOWER ACRES,301,168,133,23500,45566.45500957244,55.81395348837209,44.18604651162791
1996,COLD SPRING PARK,275,162,110,39800,77172.12380344608,58.909090909090914,40
1996,COLLEGE HEIGHTS,374,366,8,89550,173637.2785577537,97.86096256684492,2.13903743315508
1996,COLUMBUS PARK,1126,1033,93,62150,120508.73101467775,91.74067495559503,8.259325044404973
1996,CONCORDIA,177,122,53,48000,93071.90810465859,68.92655367231639,29.943502824858758
1996,COOPER PARK,1222,1142,80,82100,159191.74282067647,93.45335515548283,6.546644844517186
1996,COPERNICUS PARK,473,449,24,111200,215616.58710912574,94.9260042283298,5.07399577167019
1996,DINEEN PARK,920,784,135,56600,109747.2916400766,85.21739130434783,14.673913043478262
1996,DOWNER WOODS,649,539,109,160000,310239.6936821953,83.05084745762711,16.79506933744222
1996,DRETZKA PARK,13,9,4,89500,173540.328653478,69.23076923076923,30.76923076923077
1996,ENDERIS PARK,968,903,65,96150,186434.66592214425,93.28512396694215,6.714876033057851
1996,ESTABROOK PARK,10,6,4,43050,83473.86758136569,60,40
1996,EUCLID PARK,431,412,19,107600,208636.19400127637,95.59164733178655,4.408352668213457
1996,FAIR PARK,424,349,75,71900,139413.96234843653,82.31132075471697,17.68867924528302
1996,FAIRFIELD,338,264,73,36850,71452.07945118062,78.10650887573965,21.597633136094675
1996,FAIRVIEW,1424,1323,101,86300,167335.5347798341,92.90730337078652,7.092696629213484
1996,FERNWOOD,1089,956,133,93100,180520.7217613274,87.78696051423324,12.213039485766759
1996,FLORIST HIGHLANDS,275,222,53,103900,201461.9010848756,80.72727272727272,19.272727272727273
1996,FOREST HOME HILLS,836,561,274,39900,77366.02361199746,67.10526315789474,32.77511961722488
1996,FRANKLIN HEIGHTS,2248,1494,744,25500,49444.45118059988,66.45907473309609,33.096085409252666
1996,FREEDOM VILLAGE,15,15,0,71300,138250.56349712829,100,0
1996,GARDEN HOMES,599,465,132,32700,63405.23739629867,77.62938230383973,22.036727879799667
1996,GOLDEN GATE,266,263,3,115350,223663.42916400768,98.87218045112782,1.1278195488721803
1996,GOLDEN VALLEY,1134,1063,71,76900,149108.9527760051,93.7389770723104,6.261022927689594
1996,GOLDMAN PARK,529,506,23,100400,194675.40778557755,95.65217391304348,4.3478260869565215
1996,GRA-RAM,497,471,26,102500,198747.30376515636,94.76861167002012,5.23138832997988
1996,GRACELAND,784,670,114,55600,107808.29355456287,85.45918367346938,14.540816326530612
1996,GRANTOSA,365,303,62,82400,159773.44224633058,83.01369863013699,16.986301369863014
1996,GRANVILLE STATION,250,181,69,43700,84734.2163369496,72.39999999999999,27.6
1996,GRANVILLE WOODS,3,3,0,53400,103542.49776643269,100,0
1996,GRASSLYN MANOR,1585,1304,280,59800,115952.0855137205,82.27129337539432,17.665615141955836
1996,GREEN MOOR,208,197,11,97350,188761.4636247607,94.71153846153845,5.288461538461538
1996,GROVER HEIGHTS,107,70,35,31700,61466.23931078495,65.42056074766354,32.71028037383177
1996,HALYARD PARK,94,62,32,21675,42027.7835035099,65.95744680851064,34.04255319148936
1996,HAMPTON HEIGHTS,2130,1714,413,43200,83764.71729419274,80.46948356807512,19.389671361502348
1996,HARAMBEE,2572,1267,1282,19700,38198.2622846203,49.26127527216174,49.84447900466563
1996,HARBOR VIEW,9,4,5,20000,38779.961710274416,44.44444444444444,55.55555555555556
1996,HARDER'S OAKS,149,140,9,112700,218525.08423739634,93.95973154362416,6.0402684563758395
1996,HAVENWOODS,179,151,28,44200,85703.71537970645,84.35754189944134,15.64245810055866
1996,HAWLEY FARMS,599,556,43,76400,148139.45373324826,92.82136894824707,7.178631051752922
1996,HAWTHORNE GLEN,123,101,22,57400,111298.49010848757,82.11382113821138,17.88617886178862
1996,HERITAGE HEIGHTS,33,27,5,99900,193705.9087428207,81.81818181818183,15.151515151515152
1996,HIGHWOOD ESTATES,505,464,41,101600,197002.20548819404,91.88118811881189,8.118811881188119
1996,HILLSIDE,40,34,6,20200,39167.76132737716,85,15
1996,HILLTOP PARISH,1,0,1,984800,1909525.3146139123,0,100
1996,HISTORIC MITCHELL STREET,1657,965,688,32600,63211.33758774729,58.237779118889556,41.52082076041038
1996,HISTORIC THIRD WARD,1,1,0,235000,455664.5500957244,100,0
1996,HOLLER PARK,165,163,2,102800,199329.0031908105,98.7878787878788,1.2121212121212122
1996,HONEY CREEK MANOR,907,852,55,88800,172183.0299936184,93.93605292171996,6.063947078280044
1996,HONEY CREEK PARKWAY,433,392,41,79600,154344.24760689217,90.5311778290993,9.468822170900692
1996,JACKSON PARK,2453,2273,180,93800,181878.02042118702,92.66204647370566,7.337953526294333
1996,JOHNSON'S WOODS,923,806,117,69400,134566.46713465222,87.32394366197182,12.676056338028168
1996,JUNEAU TOWN,295,257,38,129000,250130.75303126997,87.11864406779661,12.88135593220339
1996,KILBOURN TOWN,1,1,0,12400,24043.576260370137,100,0
1996,KING PARK,175,83,91,19900,38586.06190172304,47.42857142857143,52
1996,KOPS PARK,1166,1092,73,72600,140771.26100829613,93.65351629502572,6.260720411663807
1996,LAND BANK,19,13,6,90600,175673.2265475431,68.42105263157895,31.57894736842105
1996,LAYTON PARK,1683,1403,279,58100,112655.78876834718,83.3630421865716,16.577540106951872
1996,LENOX HEIGHTS,458,397,61,59700,115758.18570516913,86.68122270742357,13.318777292576419
1996,LINCOLN CREEK,1971,1590,378,41900,81244.0197830249,80.6697108066971,19.17808219178082
1996,LINCOLN PARK,1441,1105,332,36400,70579.53031269944,76.68285912560722,23.039555863983345
1996,LINCOLN VILLAGE,2136,1466,668,39700,76978.22399489471,68.63295880149812,31.273408239700373
1996,LINDSAY PARK,1058,965,93,82750,160452.0915762604,91.20982986767487,8.790170132325143
1996,LITTLE MENOMONEE PARKWAY,266,251,14,67800,131464.07019783027,94.3609022556391,5.263157894736842
1996,LONG VIEW,916,821,95,55500,107614.3937460115,89.62882096069869,10.37117903930131
1996,LOWER EAST SIDE,1127,739,388,71700,139026.16273133378,65.57231588287489,34.42768411712511
1996,LYONS PARK,543,501,42,91100,176642.72559029996,92.26519337016575,7.734806629834254
1996,MACK ACRES,69,65,4,110700,214647.0880663689,94.20289855072464,5.797101449275362
1996,MAITLAND PARK,323,310,13,99000,191960.81046585835,95.97523219814241,4.024767801857585
1996,MAPLE TREE,377,162,214,68500,132821.36885768987,42.97082228116711,56.76392572944297
1996,MARTIN DRIVE,415,261,153,43400,84152.51691129548,62.89156626506024,36.86746987951807
1996,MC GOVERN PARK,1066,878,187,40400,78335.52265475431,82.36397748592871,17.5422138836773
1996,MELODY VIEW,194,151,43,98350,190700.46171027445,77.83505154639175,22.164948453608247
1996,MENOMONEE RIVER HILLS,1941,1870,71,71100,137862.76388002554,96.34209170530654,3.657908294693457
1996,MENOMONEE RIVER HILLS EAST,661,598,63,69200,134178.66751754947,90.46898638426626,9.531013615733738
1996,MENOMONEE RIVER PARKWAY,229,208,20,66500,128943.37268666243,90.82969432314411,8.73362445414847
1996,MENOMONEE RIVER VALLEY,3,2,1,21000,40718.959795788134,66.66666666666666,33.33333333333333
1996,MERRILL PARK,536,320,216,33600,65150.33567326102,59.70149253731343,40.298507462686565
1996,METCALFE PARK,642,262,376,18200,35289.76515634972,40.809968847352025,58.56697819314641
1996,MIDTOWN,1253,583,658,14400,27921.57243139758,46.52833200319234,52.513966480446925
1996,MILL VALLEY,331,293,38,69700,135148.16656030633,88.51963746223565,11.48036253776435
1996,MILLER VALLEY,110,70,40,40600,78723.32227185706,63.63636363636363,36.36363636363637
1996,MITCHELL FIELD,72,59,13,92800,179939.02233567327,81.94444444444444,18.055555555555554
1996,MITCHELL PARK,8,6,2,36350,70482.58040842375,75,25
1996,MITCHELL WEST,872,780,92,86800,168305.03382259095,89.44954128440367,10.550458715596331
1996,MORGAN HEIGHTS,540,478,62,98850,191669.9607530313,88.51851851851852,11.481481481481481
1996,MORGANDALE,2508,2284,223,81350,157737.4942565412,91.06858054226475,8.891547049441787
1996,MOUNT MARY,724,694,30,95050,184301.76802807918,95.85635359116023,4.143646408839778
1996,MOUNT OLIVET,63,53,10,78800,152793.0491384812,84.12698412698413,15.873015873015872
1996,MURRAY HILL,681,489,192,104500,202625.29993618382,71.80616740088107,28.193832599118945
1996,MUSKEGO WAY,1933,1259,670,34900,67671.03318442886,65.131919296430425,34.6611484738748
1996,"NASH PARK",864,806,58,69300,134372.56732610086,93.28703703703704,6.712962962962964
1996,"NATIONAL PARK",458,364,93,56900,110328.9910657307,79.47598253275109,20.305676855895197
1996,NEW COELN,160,148,12,96450,187016.36534779836,92.5,7.5
1996,NORTH DIVISION,1935,929,973,14700,28503.271857051695,48.010335917312666,50.28423772609819
1996,NORTH GRANVILLE,31,27,4,72300,140189.56158264203,87.09677419354838,12.903225806451612
1996,NORTH MEADOWS,625,284,340,24700,47893.2527121889,45.440000000000005,54.400000000000006
1996,NORTHPOINT,514,437,77,181300,351540.35290363757,85.01945525291829,14.980544747081712
1996,NORTHRIDGE,216,119,97,77350,149981.5019144863,55.092592592592595,44.907407407407405
1996,NORTHRIDGE LAKES,297,276,21,67500,130882.37077217615,92.92929292929293,7.07070707070707
1996,OLD NORTH MILWAUKEE,3154,2212,932,35900,69610.03126994257,70.13316423589093,29.549778059606847
1996,PARK KNOLL,367,343,24,91000,176448.8257817486,93.46049046321527,6.539509536784741
1996,PARK PLACE,33,32,1,106100,205727.69687300577,96.96969696969697,3.0303030303030303
1996,PARK VIEW,137,122,15,37300,72324.62858966179,89.05109489051095,10.948905109489052
1996,PARK WEST,1736,883,826,16900,32769.06764518188,50.86405529953917,47.58064516129033
1996,PARKWAY HILLS,153,145,8,81400,157834.44416081687,94.77124183006535,5.228758169934641
1996,PHEASANT RUN,491,453,37,83200,161324.64071474157,92.26069246435846,7.535641547861507
1996,POLLBER HEIGHTS,73,66,7,72400,140383.46139119338,90.41095890410958,9.58904109589041
1996,POLONIA,1149,953,196,62700,121575.1799617103,82.94168842471714,17.058311575282854
1996,RED OAK HEIGHTS,236,234,2,116300,225505.47734524572,99.15254237288136,0.847457627118644
1996,RIDGEVIEW,89,81,7,80900,156864.94511806002,91.01123595505618,7.865168539325842
1996,RIVER BEND,505,483,22,100200,194287.60816847484,95.64356435643563,4.356435643564356
1996,RIVERSIDE PARK,229,153,76,72200,139995.66177409064,66.8122270742358,33.18777292576419
1996,RIVERTON HEIGHTS,364,320,44,78000,151241.8506700702,87.91208791208791,12.087912087912088
1996,RIVERWEST,2577,1677,898,37700,73100.22782386727,65.07566938300349,34.84672099340318
1996,ROLLING GREEN,493,435,58,102700,199135.1033822591,88.23529411764706,11.76470588235294
1996,ROOSEVELT GROVE,1488,1125,361,42400,82213.51882578176,75.60483870967742,24.260752688172044
1996,ROOT CREEK,495,458,37,95000,184204.81812380347,92.52525252525253,7.474747474747474
1996,RUFUS KING,1414,1184,227,38900,75427.02552648373,83.73408769448373,16.053748231966054
1996,SAINT JOSEPH,1673,1135,534,51200,99276.7019783025,67.842199641362825,31.918708906156606
1996,SAVELAND PARK,606,560,46,82400,159773.44224633058,92.4092409240924,7.590759075907591
1996,SERVITE WOODS,403,347,56,58600,113625.28781110403,86.10421836228288,13.895781637717123
1996,SHERMAN PARK,1762,1137,618,33600,65150.33567326102,64.52894438138479,35.07377979568672
1996,SILVER CITY,872,649,223,48200,93459.70772176134,74.42660550458714,25.573394495412842
1996,SILVER SPRING,2626,2088,535,47700,92490.20867900449,79.51256664127952,20.373191165270374
1996,SILVER SWAN,499,418,81,66300,128555.57306955969,83.76753507014027,16.23246492985972
1996,SOUTHGATE,479,413,66,80500,156089.34588385452,86.22129436325679,13.778705636743215
1996,SOUTHPOINT,537,478,59,76900,149108.9527760051,89.01303538175046,10.986964618249534
1996,ST. AMELIAN'S,582,535,47,73200,141934.65985960435,91.92439862542955,8.075601374570446
1996,STORY HILL,525,458,67,100200,194287.60816847484,87.23809523809524,12.761904761904763
1996,SUNSET HEIGHTS,1252,1044,206,64500,125065.37651563498,83.38658146964856,16.45367412140575
1996,THE VALLEY / PIGSVILLE,160,110,50,32400,62823.53797064455,68.75,31.25
1996,THURSTON WOODS,1169,989,179,42000,81437.91959157627,84.60222412318221,15.312232677502138
1996,TIMMERMAN AIRPORT,51,49,2,76900,149108.9527760051,96.07843137254902,3.9215686274509802
1996,TIMMERMAN WEST,959,883,76,74900,145230.9566049777,92.07507820646507,7.924921793534932
1996,TIPPECANOE,2106,1931,173,82100,159191.74282067647,91.69040835707503,8.214624881291547
1996,TOWN & COUNTRY MANOR,609,549,59,61400,119054.48245054246,90.14778325123153,9.688013136289
1996,TOWN OF LAKE,1904,1788,116,82300,159579.54243777922,93.90756302521008,6.092436974789916
1996,TRIANGLE,112,50,60,9200,17838.78238672623,44.642857142857146,53.57142857142857
1996,TRIANGLE NORTH,208,92,114,11700,22686.277600510533,44.230769230769226,54.807692307692314
1996,TRIPOLI PARK,236,226,10,76750,148818.10306317807,95.76271186440678,4.23728813559322
1996,UPPER EAST SIDE,856,618,238,147600,286196.1174218252,72.19626168224299,27.80373831775701
1996,UPTOWN,1479,970,506,46700,90551.21059349076,65.58485463150777,34.212305611899936
1996,VALHALLA,563,468,94,60200,116727.68474792599,83.12611012433393,16.69626998223801
1996,VALLEY FORGE,54,52,2,97800,189634.0127632419,96.29629629629629,3.7037037037037033
1996,VETERANS AFFAIRS,1,1,0,63600,123320.27823867265,100,0
1996,VOGEL PARK,371,321,50,67800,131464.07019783027,86.52291105121293,13.477088948787062
1996,WAHL PARK,854,677,175,39000,75620.9253350351,79.27400468384074,20.491803278688526
1996,WALKER'S POINT,1195,694,495,27300,52934.64773452458,58.07531380753138,41.42259414225941
1996,WALNUT HILL,493,208,277,19000,36840.9636247607,42.190669371196755,56.18661257606491
1996,WASHINGTON HEIGHTS,1991,1635,356,63800,123708.07785577538,82.1195379206429,17.880462079357105
1996,WASHINGTON PARK,1112,393,702,26700,51771.24888321634,35.34172661870504,63.12949640287769
1996,WEDGEWOOD,477,454,23,108500,210381.29227823872,95.17819706498952,4.821802935010482
1996,WEST VIEW,369,337,32,97800,189634.0127632419,91.32791327913279,8.672086720867208
1996,WHISPERING HILLS,213,202,11,66500,128943.37268666243,94.83568075117371,5.164319248826291
1996,WHITE MANOR,580,553,26,81850,158706.99329929805,95.34482758620689,4.482758620689655
1996,WICK FIELD,160,140,20,55600,107808.29355456287,87.5,12.5
1996,WILLIAMSBURG,644,402,239,26200,50801.74984045948,62.422360248447205,37.11180124223603
1996,WILSON PARK,639,595,44,95500,185174.31716656033,93.11424100156495,6.885758998435055
1996,WOODLAND COURT,144,130,14,103950,201558.85098915128,90.27777777777779,9.722222222222223
1996,WYRICK PARK,238,201,35,47100,91326.80982769624,84.45378151260505,14.705882352941178
1996,YANKEE HILL,166,73,91,25000,48474.95213784302,43.97590361445783,54.81927710843374
1996,NA,4,3,1,36250,70288.68059987237,75,25
1997,ALCOTT PARK,484,455,29,108800,206353.9375780275,94.00826446280992,5.991735537190083
1997,ALVERNO,54,48,6,106150,201327.85362047443,88.88888888888889,11.11111111111111
1997,ARLINGTON GARDENS,737,691,46,70000,132764.481897628,93.7584803256445,6.241519674355495
1997,ARLINGTON HEIGHTS,1245,862,380,29800,56519.73657927591,69.23694779116467,30.522088353413658
1997,AVENUES WEST,268,87,180,23200,44001.94257178527,32.46268656716418,67.16417910447761
1997,BARAN PARK,92,82,10,45750,86771.07209737829,89.13043478260869,10.869565217391305
1997,BAY VIEW,5279,4330,947,74300,140920.0143570537,82.02311043758289,17.939003599166508
1997,BLUEMOUND HEIGHTS,1046,876,170,73950,140256.19194756556,83.74760994263862,16.252390057361378
1997,BORCHERT FIELD,1028,614,408,19100,36225.737203495635,59.72762645914397,39.688715953307394
1997,BRADLEY ESTATES,966,853,112,68600,130109.19225967542,88.30227743271222,11.594202898550725
1997,BREWER'S HILL,340,174,164,35550,67425.390449438215,51.17647058823529,48.23529411764706
1997,BUCHEL PARK,13,13,0,101800,193077.4893882647,100,0
1997,BURNHAM PARK,1458,1199,259,54600,103556.29588014982,82.23593964334705,17.76406035665295
1997,CALUMET FARMS,252,212,40,123400,234044.8152309613,84.12698412698413,15.873015873015872
1997,CAMBRIDGE HEIGHTS,476,337,139,100200,190042.87265917606,70.7983193277311,29.20168067226891
1997,CANNON PARK,467,437,30,95000,180180.36828963796,93.57601713062098,6.423982869379015
1997,CAPITOL HEIGHTS,1655,1473,182,55900,106021.92197253434,89.00302114803625,10.996978851963746
1997,CASTLE MANOR,744,703,41,98600,187008.2559300874,94.48924731182797,5.510752688172043
1997,CLARKE SQUARE,1000,610,390,39000,73968.78277153558,61,39
1997,CLAYTON CREST,532,507,25,134650,255381.9641073658,95.30075187969925,4.6992481203007515
1997,CLOCK TOWER ACRES,296,169,126,23700,44950.26029962547,57.0945945945946,42.567567567567565
1997,COLD SPRING PARK,275,168,105,40000,75865.41822721598,61.09090909090909,38.18181818181819
1997,COLLEGE HEIGHTS,374,368,6,89800,170317.8639200999,98.3957219251337,1.6042780748663104
1997,COLUMBUS PARK,1127,1028,99,62400,118350.05243445694,91.21561668145519,8.78438331854481
1997,CONCORDIA,176,124,52,49200,93314.46441947567,70.45454545454545,29.545454545454547
1997,COOPER PARK,1222,1137,85,82200,155903.43445692887,93.04418985270048,6.955810147299508
1997,COPERNICUS PARK,475,448,27,111400,211285.18976279654,94.3157894736842,5.684210526315789
1997,DINEEN PARK,919,788,130,56600,107349.56679151062,85.74537540805223,14.145810663764962
1997,DOWNER WOODS,649,536,112,160000,303461.6729088639,82.58859784283513,17.257318952234208
1997,DRETZKA PARK,13,9,4,89500,169748.87328339578,69.23076923076923,30.76923076923077
1997,ENDERIS PARK,969,899,69,96600,183214.9850187266,92.77605779153767,7.120743034055728
1997,ESTABROOK PARK,10,5,5,43050,81650.15636704121,50,50
