year,owner_type2,aldermanic,parcels,median_value,median_value_adj
1994,rest of Wisconsin landlord,15,127,19000,39032.988505747126
1994,rest of Wisconsin landlord,2,72,49100,100869.45977011495
1994,rest of Wisconsin landlord,3,55,87300,179346.3103448276
1994,rest of Wisconsin landlord,4,12,23000,47250.45977011495
1994,rest of Wisconsin landlord,5,47,71500,146887.2988505747
1994,rest of Wisconsin landlord,6,67,22800,46839.58620689655
1994,rest of Wisconsin landlord,7,116,38250,78579.56896551725
1994,rest of Wisconsin landlord,8,91,45500,93473.7356321839
1994,rest of Wisconsin landlord,9,40,56100,115250.03448275862
1994,suburbs landlord,1,440,35700,73340.93103448275
1994,suburbs landlord,10,530,58900,121002.2643678161
1994,suburbs landlord,11,261,100600,206669.4022988506
1994,suburbs landlord,12,691,32400,66561.51724137932
1994,suburbs landlord,13,201,85000,174621.2643678161
1994,suburbs landlord,14,500,63550,130555.07471264368
1994,suburbs landlord,15,752,24000,49304.8275862069
1994,suburbs landlord,2,406,51200,105183.63218390805
1994,suburbs landlord,3,289,65600,134766.5287356322
1994,suburbs landlord,4,88,33750,69334.91379310345
1994,suburbs landlord,5,430,74050,152125.9367816092
1994,suburbs landlord,6,352,20000,41087.356321839085
1994,suburbs landlord,7,571,43500,89365
1994,suburbs landlord,8,524,44550,91522.08620689655
1994,suburbs landlord,9,425,49900,102512.9540229885
1994,NA,10,1,31300,64301.71264367816
1994,NA,11,1,91800,188590.9655172414
1994,NA,12,2,30100,61836.471264367814
1994,NA,14,3,86600,177908.25287356324
1994,NA,15,4,18250,37492.21264367816
1994,NA,2,1,71000,145860.11494252874
1994,NA,3,2,133850,274977.132183908
1994,NA,4,1,143000,293774.5977011494
1994,NA,5,1,81500,167430.97701149425
1994,NA,9,1,75200,154488.45977011495
1995,City of Milwaukee,1,8,30600,61007.444881889765
1995,City of Milwaukee,10,7,27200,54228.83989501312
1995,City of Milwaukee,12,8,24200,48247.71784776903
1995,City of Milwaukee,13,1,83200,165876.45144356956
1995,City of Milwaukee,14,5,63300,126201.6751968504
1995,City of Milwaukee,15,94,13950,27812.21751968504
1995,City of Milwaukee,2,1,41100,81941.37204724409
1995,City of Milwaukee,3,1,25500,50839.5374015748
1995,City of Milwaukee,4,2,18400,36684.21522309711
1995,City of Milwaukee,5,1,78400,156306.656167979
1995,City of Milwaukee,6,58,17750,35388.30544619422
1995,City of Milwaukee,7,18,20050,39973.832349081364
1995,City of Milwaukee,8,3,23800,47450.23490813648
1995,City of Milwaukee landlord,1,1491,34800,69381.0157480315
1995,City of Milwaukee landlord,10,938,50900,101479.70406824147
1995,City of Milwaukee landlord,11,438,99450,198274.19586614173
1995,City of Milwaukee landlord,12,1543,30000,59811.220472440946
1995,City of Milwaukee landlord,13,401,88700,176841.84186351707
1995,City of Milwaukee landlord,14,1050,64150,127896.32644356956
1995,City of Milwaukee landlord,15,3527,17700,35288.620078740154
1995,City of Milwaukee landlord,2,645,51200,102077.81627296588
1995,City of Milwaukee landlord,3,1071,76800,153116.72440944883
1995,City of Milwaukee landlord,4,432,28500,56820.6594488189
1995,City of Milwaukee landlord,5,438,77600,154711.6902887139
1995,City of Milwaukee landlord,6,3158,20000,39874.146981627295
1995,City of Milwaukee landlord,7,1951,34900,69580.38648293963
1995,City of Milwaukee landlord,8,936,43750,87224.6965223097
1995,City of Milwaukee landlord,9,603,52800,105267.74803149607
1995,bank,1,6,29150,58116.56922572179
1995,bank,10,3,50400,100482.85039370079
1995,bank,12,4,31650,63100.8375984252
1995,bank,13,1,56500,112644.46522309711
1995,bank,14,2,56050,111747.2969160105
1995,bank,15,10,21300,42465.96653543307
1995,bank,2,4,45200,90115.57217847768
1995,bank,3,1,173700,346306.9665354331
1995,bank,4,3,38200,76159.62073490814
1995,bank,5,2,43300,86327.52821522311
1995,bank,6,6,33100,65991.71325459318
1995,bank,7,17,43500,86726.26968503937
1995,bank,8,2,59200,118027.4750656168
1995,bank,9,2,32500,64795.488845144355
1995,outside WI landlord,1,151,38400,76558.36220472441
1995,outside WI landlord,10,65,58800,117229.99212598425
1995,outside WI landlord,11,38,84650,168767.32709973754
1995,outside WI landlord,12,58,32050,63898.32053805774
1995,outside WI landlord,13,36,77600,154711.6902887139
1995,outside WI landlord,14,70,64950,129491.29232283463
1995,outside WI landlord,15,117,25800,51437.649606299216
1995,outside WI landlord,2,73,46500,92707.39173228346
1995,outside WI landlord,3,88,72450,144444.09744094487
1995,outside WI landlord,4,38,58750,117130.30675853018
1995,outside WI landlord,5,68,76850,153216.40977690287
1995,outside WI landlord,6,129,22300,44459.673884514435
1995,outside WI landlord,7,133,43300,86327.5282152231
1995,outside WI landlord,8,44,44000,87723.12335958006
1995,outside WI landlord,9,105,45900,91511.16732283465
1995,owner occupied,1,8415,37100,73966.54265091864
1995,owner occupied,10,8509,61300,122214.26049868767
1995,owner occupied,11,10378,85400,170262.60761154856
1995,owner occupied,12,3954,32600,64994.85958005249
1995,owner occupied,13,9596,81400,162287.7782152231
1995,owner occupied,14,9608,68600,136768.3241469816
1995,owner occupied,15,4362,20400,40671.62992125984
1995,owner occupied,2,8117,50700,101080.96259842519
1995,owner occupied,3,4231,91500,182424.22244094487
1995,owner occupied,4,806,49900,99485.9967191601
1995,owner occupied,5,10223,71500,142550.0754593176
1995,owner occupied,6,5443,24200,48247.71784776903
1995,owner occupied,7,8562,41200,82140.74278215223
1995,owner occupied,8,5529,49500,98688.51377952757
1995,owner occupied,9,6763,65600,130787.20209973754
1995,owner occupied,NA,4,32950,65692.65715223097
1995,rest of Wisconsin landlord,1,92,34050,67885.73523622047
1995,rest of Wisconsin landlord,10,81,54200,108058.93832020997
1995,rest of Wisconsin landlord,11,47,92100,183620.4468503937
1995,rest of Wisconsin landlord,12,109,31200,62203.669291338585
1995,rest of Wisconsin landlord,13,41,78200,155907.91469816273
1995,rest of Wisconsin landlord,14,92,62900,125404.19225721786
1995,rest of Wisconsin landlord,15,119,20200,40272.88845144357
1995,rest of Wisconsin landlord,2,81,49300,98289.77230971129
1995,rest of Wisconsin landlord,3,53,87300,174050.65157480314
1995,rest of Wisconsin landlord,4,15,29000,57817.51312335958
1995,rest of Wisconsin landlord,5,52,71600,142749.44619422575
1995,rest of Wisconsin landlord,6,65,23900,47649.60564304462
1995,rest of Wisconsin landlord,7,117,38400,76558.36220472441
1995,rest of Wisconsin landlord,8,93,48300,96296.06496062993
1995,rest of Wisconsin landlord,9,43,56400,112445.09448818897
1995,suburbs landlord,1,450,35500,70776.61089238845
1995,suburbs landlord,10,565,59000,117628.73359580053
1995,suburbs landlord,11,274,100550,200467.27395013123
1995,suburbs landlord,12,709,31800,63399.893700787405
1995,suburbs landlord,13,202,85050,169564.8100393701
1995,suburbs landlord,14,520,64550,128693.80938320211
1995,suburbs landlord,15,745,23700,47250.86417322834
1995,suburbs landlord,2,421,50900,101479.70406824147
1995,suburbs landlord,3,306,67950,135472.41437007874
1995,suburbs landlord,4,90,35700,71175.35236220472
1995,suburbs landlord,5,471,73900,147334.97309711287
1995,suburbs landlord,6,391,20100,40073.51771653543
1995,suburbs landlord,7,605,42700,85131.30380577428
1995,suburbs landlord,8,550,44750,89218.40387139108
1995,suburbs landlord,9,401,49900,99485.9967191601
1995,NA,10,1,43400,86526.89895013123
1995,NA,11,1,91800,183022.3346456693
1995,NA,12,2,30100,60010.59120734908
1995,NA,13,1,53800,107261.45538057743
1995,NA,14,3,86600,172655.0564304462
1995,NA,15,1,11300,22528.89304461942
1995,NA,2,1,71000,141553.2217847769
1995,NA,3,2,133850,266857.72867454065
1995,NA,4,1,141600,282308.96062992123
1996,City of Milwaukee,1,12,31950,61950.98883216338
1996,City of Milwaukee,11,1,80300,155701.54626675177
1996,City of Milwaukee,12,7,25200,48862.75175494576
1996,City of Milwaukee,14,2,50200,97337.70389278879
1996,City of Milwaukee,15,79,15500,30054.470325462673
1996,City of Milwaukee,2,3,26800,51965.14869176772
1996,City of Milwaukee,3,1,39200,76008.72495213785
1996,City of Milwaukee,4,5,33700,65344.23548181239
1996,City of Milwaukee,5,2,47300,91714.60944479899
1996,City of Milwaukee,6,50,18750,36356.21410338226
1996,City of Milwaukee,7,17,18900,36647.063816209324
1996,City of Milwaukee,8,1,65400,126810.47479259734
1996,City of Milwaukee,9,1,78100,151435.7504786216
1996,City of Milwaukee landlord,1,1531,36300,70385.63050414807
1996,City of Milwaukee landlord,10,948,54150,104996.74633056798
1996,City of Milwaukee landlord,11,443,110700,214647.0880663689
1996,City of Milwaukee landlord,12,1511,30900,59915.04084237397
1996,City of Milwaukee landlord,13,401,97300,188664.51372048503
1996,City of Milwaukee landlord,14,992,71450,138541.41320995535
1996,City of Milwaukee landlord,15,3383,18200,35289.76515634972
1996,City of Milwaukee landlord,2,663,53300,103348.59795788131
1996,City of Milwaukee landlord,3,1068,83950,162778.88927887686
1996,City of Milwaukee landlord,4,412,30950,60011.99074664966
1996,City of Milwaukee landlord,5,414,82600,160161.24186343333
1996,City of Milwaukee landlord,6,3115,20900,40525.05998723677
1996,City of Milwaukee landlord,7,1989,35900,69610.03126994257
1996,City of Milwaukee landlord,8,933,45800,88806.11231652841
1996,City of Milwaukee landlord,9,572,48550,94138.35705169116
1996,City of Milwaukee landlord,NA,1,49300,95592.60561582644
1996,bank,1,13,32700,63405.23739629867
1996,bank,10,2,47650,92393.25877472879
1996,bank,12,9,26900,52159.04850031909
1996,bank,14,2,83900,162681.93937460118
1996,bank,15,22,19300,37422.663050414805
1996,bank,2,3,51400,99664.50159540525
1996,bank,3,1,186800,362204.84237396304
1996,bank,4,3,41900,81244.0197830249
1996,bank,5,1,119700,232098.07083599237
1996,bank,6,6,25050,48571.9020421187
1996,bank,7,16,34750,67380.18347160179
1996,bank,8,3,20400,39555.560944479905
1996,bank,9,5,45500,88224.4128908743
1996,outside WI landlord,1,156,40850,79208.07179323549
1996,outside WI landlord,10,72,62500,121187.38034460755
1996,outside WI landlord,11,38,98400,190797.4116145501
1996,outside WI landlord,12,69,32500,63017.43777919593
1996,outside WI landlord,13,38,89800,174122.02807913214
1996,outside WI landlord,14,63,74400,144261.45756222084
1996,outside WI landlord,15,132,26400,51189.54945756223
1996,outside WI landlord,2,68,48350,93750.55743458841
1996,outside WI landlord,3,78,82100,159191.74282067647
1996,outside WI landlord,4,41,55600,107808.29355456287
1996,outside WI landlord,5,71,81500,158028.34396936823
1996,outside WI landlord,6,122,22650,43918.30663688577
1996,outside WI landlord,7,146,46100,89387.81174218253
1996,outside WI landlord,8,52,46400,89969.51116783664
1996,outside WI landlord,9,104,44900,87061.01403956606
1996,owner occupied,1,8287,39000,75620.9253350351
1996,owner occupied,10,8480,67200,130300.67134652204
1996,owner occupied,11,10374,94400,183041.41927249523
1996,owner occupied,12,3957,34300,66507.63433312062
1996,owner occupied,13,9594,90000,174509.82769623486
1996,owner occupied,14,9599,76000,147363.8544990428
1996,owner occupied,15,4279,21400,41494.55902999362
1996,owner occupied,2,8090,54400,105481.49585194641
1996,owner occupied,3,4205,100200,194287.60816847484
1996,owner occupied,4,808,55900,108389.992980217
1996,owner occupied,5,10222,77000,149302.8525845565
1996,owner occupied,6,5361,24900,48281.05232929165
1996,owner occupied,7,8464,43900,85122.01595405235
1996,owner occupied,8,5520,52400,101603.49968091896
1996,owner occupied,9,6718,70200,136117.6656030632
1996,owner occupied,NA,3,30500,59139.44160816848
1996,rest of Wisconsin landlord,1,102,34850,67574.08328015317
1996,rest of Wisconsin landlord,10,78,57650,111783.239629866
1996,rest of Wisconsin landlord,11,43,106100,205727.69687300577
1996,rest of Wisconsin landlord,12,105,32500,63017.43777919593
1996,rest of Wisconsin landlord,13,40,86950,168595.88353541802
1996,rest of Wisconsin landlord,14,103,71400,138444.46330567967
1996,rest of Wisconsin landlord,15,117,21800,42270.15826419911
1996,rest of Wisconsin landlord,2,72,51750,100343.15092533505
1996,rest of Wisconsin landlord,3,65,105000,203594.79897894067
1996,rest of Wisconsin landlord,4,17,30700,59527.24122527123
1996,rest of Wisconsin landlord,5,57,76800,148915.05296745375
1996,rest of Wisconsin landlord,6,66,22900,44403.056158264204
1996,rest of Wisconsin landlord,7,110,43050,83473.86758136569
1996,rest of Wisconsin landlord,8,98,49800,96562.1046585833
1996,rest of Wisconsin landlord,9,49,61400,119054.48245054246
1996,suburbs landlord,1,505,38300,74263.6266751755
1996,suburbs landlord,10,585,64200,124483.67708998088
1996,suburbs landlord,11,276,112650,218428.13433312066
1996,suburbs landlord,12,708,32700,63405.23739629867
1996,suburbs landlord,13,211,94300,182847.51946394387
1996,suburbs landlord,14,580,72150,139898.71186981496
1996,suburbs landlord,15,727,23900,46342.05424377793
1996,suburbs landlord,2,448,53400,103542.49776643269
1996,suburbs landlord,3,330,80400,155895.44607530313
1996,suburbs landlord,4,92,37150,72033.77887683472
1996,suburbs landlord,5,509,76200,147751.6541161455
1996,suburbs landlord,6,430,20900,40525.05998723677
1996,suburbs landlord,7,630,45250,87739.66336949586
1996,suburbs landlord,8,548,46200,89581.7115507339
1996,suburbs landlord,9,482,53400,103542.49776643269
1996,NA,1,1,67200,130300.67134652204
1996,NA,10,1,46600,90357.31078493939
1996,NA,11,1,100500,194869.30759412894
1996,NA,12,2,32750,63502.187300574355
1996,NA,14,2,121150,234909.61805998726
1996,NA,15,1,12800,24819.175494575626
1996,NA,2,1,55100,106838.79451180602
1996,NA,3,2,130450,252942.30025526485
1996,NA,4,1,155000,300544.7032546267
1996,NA,6,1,30900,59915.04084237397
1996,NA,7,1,31300,60690.64007657946
1997,City of Milwaukee,1,4,33200,62968.29712858927
1997,City of Milwaukee,10,2,65000,123281.30461922598
1997,City of Milwaukee,11,1,98300,186439.2652933833
1997,City of Milwaukee,12,6,25550,48459.035892634216
1997,City of Milwaukee,15,53,16100,30535.830836454435
1997,City of Milwaukee,2,1,57400,108866.87515605494
1997,City of Milwaukee,3,1,39000,73968.78277153558
1997,City of Milwaukee,4,3,17400,33001.456928838954
1997,City of Milwaukee,6,35,15900,30156.503745318354
1997,City of Milwaukee,7,10,20600,39070.690387016235
1997,City of Milwaukee,8,3,35100,66571.90449438203
1997,City of Milwaukee landlord,1,1532,36400,69037.53058676654
1997,City of Milwaukee landlord,10,910,54700,103745.95942571787
1997,City of Milwaukee landlord,11,450,109900,208440.23657927592
1997,City of Milwaukee landlord,12,1523,30900,58606.03558052435
1997,City of Milwaukee landlord,13,389,97000,183973.63920099876
1997,City of Milwaukee landlord,14,1014,71600,135799.09862671662
1997,City of Milwaukee landlord,15,3238,18400,34898.092384519354
1997,City of Milwaukee landlord,2,681,53500,101469.99687890138
1997,City of Milwaukee landlord,3,1044,84000,159317.37827715356
1997,City of Milwaukee landlord,4,394,33600,63726.951310861434
1997,City of Milwaukee landlord,5,429,82900,157231.07927590513
1997,City of Milwaukee landlord,6,3005,21100,40019.008114856435
1997,City of Milwaukee landlord,7,2033,36100,68468.53995006243
1997,City of Milwaukee landlord,8,969,45800,86865.9038701623
1997,City of Milwaukee landlord,9,579,47400,89900.52059925094
1997,City of Milwaukee landlord,NA,1,49300,93504.1279650437
1997,bank,1,6,32250,61166.49344569289
1997,bank,10,7,49200,93314.46441947567
1997,bank,12,8,29400,55761.08239700375
1997,bank,13,1,67100,127264.23907615482
1997,bank,14,2,57800,109625.52933832709
1997,bank,15,25,27800,52726.46566791511
1997,bank,2,3,54700,103745.95942571787
1997,bank,3,2,139450,264485.8142946317
1997,bank,4,1,41900,79469.02559300874
1997,bank,6,10,27800,52726.46566791511
1997,bank,7,17,36700,69606.52122347067
1997,bank,8,5,52500,99573.36142322098
1997,bank,9,6,46900,88952.20287141074
1997,outside WI landlord,1,166,40700,77193.06304619226
1997,outside WI landlord,10,70,66150,125462.43539325843
1997,outside WI landlord,11,35,105800,200664.0312109863
1997,outside WI landlord,12,71,32100,60881.998127340834
1997,outside WI landlord,13,41,90900,172404.16292134832
1997,outside WI landlord,14,63,75500,143195.97690387018
1997,outside WI landlord,15,152,25600,48553.867665418235
1997,outside WI landlord,2,72,49600,94073.11860174782
1997,outside WI landlord,3,77,102600,194594.797752809
1997,outside WI landlord,4,42,41250,78236.21254681647
1997,outside WI landlord,5,83,74500,141299.34144818978
1997,outside WI landlord,6,135,22600,42863.961298377035
1997,outside WI landlord,7,140,47150,89426.36173533084
1997,outside WI landlord,8,47,48200,91417.82896379527
1997,outside WI landlord,9,99,47400,89900.52059925094
1997,owner occupied,1,8263,39200,74348.10986267167
1997,owner occupied,10,8505,67300,127643.5661672909
1997,owner occupied,11,10359,94500,179232.05056179778
1997,owner occupied,12,3989,34600,65623.58676654183
1997,owner occupied,13,9593,90200,171076.51810237207
1997,owner occupied,14,9579,76300,144713.2852684145
1997,owner occupied,15,4406,22100,41915.643570536835
1997,owner occupied,2,8060,54600,103556.29588014982
1997,owner occupied,3,4213,100300,190232.5362047441
1997,owner occupied,4,829,56200,106590.91260923847
1997,owner occupied,5,10241,77300,146609.9207240949
1997,owner occupied,6,5364,25200,47795.21348314607
1997,owner occupied,7,8464,44100,83641.62359550563
1997,owner occupied,8,5481,52700,99952.68851435707
1997,owner occupied,9,6723,70500,133712.79962546818
1997,owner occupied,NA,3,30500,57847.38139825219
1997,rest of Wisconsin landlord,1,90,35650,67615.05399500625
1997,rest of Wisconsin landlord,10,82,58900,111711.82833957554
1997,rest of Wisconsin landlord,11,39,107800,204457.3021223471
1997,rest of Wisconsin landlord,12,97,31300,59364.68976279651
1997,rest of Wisconsin landlord,13,41,87100,165196.94818976283
1997,rest of Wisconsin landlord,14,109,72400,137316.40699126094
1997,rest of Wisconsin landlord,15,111,22000,41725.98002496879
1997,rest of Wisconsin landlord,2,71,53000,100521.67915106118
1997,rest of Wisconsin landlord,3,65,84900,161024.35018726593
1997,rest of Wisconsin landlord,4,15,38200,72451.47440699127
